date,symbol,rank,final_score,confidence,edge_score,edge_signals,momentum_score,premover_score,entry_price,price_7d_later,return_pct_7d,would_have_won_7d,spy_return_7d,alpha_7d,price_14d_later,return_pct_14d,would_have_won_14d,spy_return_14d,alpha_14d,price_21d_later,return_pct_21d,would_have_won_21d,spy_return_21d,alpha_21d
2024-04-19,SBUX,1,4.2,3.7,5.0,"MOMENTUM_EXPANSION,RS_LEADER",3.5,2.0,87.6,88.52,1.05,True,1.43,-0.38,75.74,-13.54,False,5.04,-18.58,77.57,-11.45,False,7.04,-18.49
2024-04-19,FCX,2,5.0,4.5,2.0,RS_LEADER,3.2,1.6,49.56,49.94,0.77,True,1.43,-0.66,51.09,3.09,True,5.04,-1.95,54.87,10.71,True,7.04,3.67
2024-04-19,SHOP,3,4.9,4.5,2.0,RS_LEADER,3.2,1.2,69.65,70.25,0.86,True,1.43,-0.57,62.47,-10.31,False,5.04,-15.35,58.91,-15.42,False,7.04,-22.46
2024-04-22,META,1,5.1,4.8,2.0,VOLATILITY_EXPANSION,2.2,1.0,481.76,439.06,-8.86,False,0.11,-8.97,476.19,-1.16,False,4.26,-5.42,464.81,-3.52,False,6.37,-9.89
2024-04-22,SHOP,2,4.4,4.0,2.0,RS_LEADER,3.2,1.4,70.56,70.44,-0.17,False,0.11,-0.28,58.94,-16.47,False,4.26,-20.73,57.02,-19.19,False,6.37,-25.56
2024-04-22,GOOGL,3,5.2,4.6,0.0,,3.0,1.9,156.3,163.78,4.79,True,0.11,4.68,168.61,7.88,True,4.26,3.62,177.86,13.79,True,6.37,7.42
2024-04-23,GOOGL,1,5.4,4.2,2.0,RS_LEADER,2.9,3.6,158.2,166.66,5.35,True,-0.09,5.44,169.27,7.0,True,3.05,3.95,176.34,11.47,True,4.81,6.66
2024-04-23,ABNB,2,4.4,4.0,2.0,RS_LEADER,3.0,1.5,160.94,158.38,-1.59,False,-0.09,-1.5,149.14,-7.33,False,3.05,-10.38,142.66,-11.36,False,4.81,-16.17
2024-04-23,DDOG,3,4.3,3.4,2.0,VOLATILITY_EXPANSION,2.5,3.3,126.36,125.47,-0.7,False,-0.09,-0.61,118.33,-6.35,False,3.05,-9.4,122.7,-2.9,False,4.81,-7.71
2024-04-24,EBAY,1,4.4,3.8,5.0,"MOMENTUM_EXPANSION,RS_LEADER",3.1,2.2,51.17,49.66,-2.95,False,1.11,-4.06,52.1,1.82,True,3.48,-1.66,52.84,3.26,True,4.01,-0.75
2024-04-24,TSLA,2,3.4,3.0,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",3.2,2.0,162.11,181.25,11.81,True,1.11,10.7,177.64,9.58,True,3.48,6.1,173.79,7.2,True,4.01,3.19
2024-04-24,META,3,4.8,4.4,2.0,VOLATILITY_EXPANSION,2.3,1.7,493.5,452.2,-8.37,False,1.11,-9.48,471.63,-4.43,False,3.48,-7.91,465.88,-5.6,False,4.01,-9.61
2024-04-25,NEM,1,4.1,3.0,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",3.3,3.8,43.41,41.39,-4.65,False,2.58,-7.23,43.19,-0.51,False,5.22,-5.73,41.99,-3.27,False,5.15,-8.42
2024-04-25,GOOGL,2,5.8,4.1,2.0,VOLATILITY_EXPANSION,2.2,5.4,156.07,168.1,7.71,True,2.58,5.13,172.54,10.55,True,5.22,5.33,174.97,12.11,True,5.15,6.96
