date,symbol,rank,final_score,confidence,edge_score,edge_signals,momentum_score,premover_score,entry_price,price_7d_later,return_pct,would_have_won
2024-07-30,RBLX,2,7.8,5.2,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.6,6.2,41.03,37.17,-9.41,False
2024-07-30,EBAY,3,7.2,5.0,5.0,"MOMENTUM_EXPANSION,RS_LEADER",8.7,5.2,55.4,55.95,0.99,True
2024-07-31,RBLX,1,7.6,4.8,8.0,"MOMENTUM_EXPANSION,BREAKOUT_STRUCTURE,RS_LEADER",8.7,6.7,41.48,36.99,-10.82,False
2024-07-31,SBUX,2,7.4,4.7,5.0,"MOMENTUM_EXPANSION,RS_LEADER",7.2,6.9,77.97,75.1,-3.68,False
2024-07-31,PYPL,3,6.3,4.2,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.2,5.4,65.78,64.72,-1.61,False
2024-08-01,NEM,1,6.8,4.5,10.0,"MOMENTUM_EXPANSION,BREAKOUT_STRUCTURE,RS_LEADER,VOLATILITY_EXPANSION",9.8,5.2,49.55,48.8,-1.51,False
2024-08-01,EBAY,2,7.9,4.8,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",9.2,7.5,56.21,55.8,-0.73,False
2024-08-01,PYPL,3,6.2,4.2,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.6,4.8,65.29,63.44,-2.83,False
2024-08-02,DASH,1,6.3,4.2,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.5,5.4,117.13,127.94,9.23,True
2024-08-02,NEM,2,7.3,4.5,4.0,"RS_LEADER,VOLATILITY_EXPANSION",9.3,6.7,48.51,49.0,1.01,True
2024-08-02,AAPL,3,6.8,5.6,4.0,"RS_LEADER,VOLATILITY_EXPANSION",5.8,3.0,219.81,221.21,0.64,True
2024-08-05,DASH,1,6.2,4.1,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.7,5.0,121.34,126.94,4.62,True
2024-08-05,EBAY,2,7.1,5.6,4.0,"RS_LEADER,VOLATILITY_EXPANSION",8.5,2.9,54.69,55.77,1.97,True
2024-08-05,TWLO,3,6.1,4.6,4.0,"RS_LEADER,VOLATILITY_EXPANSION",9.1,3.2,59.93,60.6,1.12,True
2024-08-06,EBAY,1,7.0,5.0,4.0,"RS_LEADER,VOLATILITY_EXPANSION",9.0,4.4,55.91,55.85,-0.11,False
2024-08-06,DASH,2,6.2,4.2,5.0,"MOMENTUM_EXPANSION,RS_LEADER",8.7,4.9,122.64,130.28,6.23,True
2024-08-06,META,3,5.9,4.3,4.0,"RS_LEADER,VOLATILITY_EXPANSION",6.4,4.0,494.05,537.25,8.74,True
2024-08-07,SHOP,1,5.4,3.5,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.2,5.4,63.89,74.58,16.73,True
2024-08-07,EBAY,2,6.4,5.2,2.0,RS_LEADER,8.6,2.5,55.13,55.49,0.65,True
2024-08-07,SBUX,3,6.3,6.6,2.0,RS_LEADER,8.0,1.7,75.29,94.83,25.95,True
2024-08-08,SHOP,1,5.4,3.7,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.7,4.6,68.56,75.16,9.63,True
2024-08-08,SBUX,2,6.9,6.6,2.0,RS_LEADER,7.9,3.3,75.79,92.31,21.8,True
2024-08-08,NKE,3,6.6,6.2,2.0,RS_LEADER,7.6,3.5,74.18,83.28,12.27,True
2024-08-09,PYPL,1,6.3,4.4,2.0,RS_LEADER,9.4,4.5,64.72,71.89,11.08,True
2024-08-09,EBAY,2,7.0,4.9,0.0,,8.6,4.7,56.52,56.94,0.74,True
2024-08-09,NKE,3,6.6,5.1,0.0,,7.6,3.5,74.34,83.56,12.4,True
2024-08-12,DASH,1,6.6,4.3,3.0,BREAKOUT_STRUCTURE,8.9,5.6,124.07,129.51,4.38,True
2024-08-12,NKE,2,6.6,4.6,3.0,BREAKOUT_STRUCTURE,7.7,4.9,74.64,83.97,12.5,True
2024-08-12,EBAY,3,6.9,6.0,0.0,,7.6,4.5,55.8,58.69,5.18,True
2024-08-13,NKE,1,6.0,4.2,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.7,4.8,78.48,83.41,6.28,True
2024-08-13,SBUX,2,5.6,4.3,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.5,6.1,95.91,92.49,-3.57,False
2024-08-13,NET,3,5.5,3.5,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.2,5.3,81.75,80.7,-1.28,False
2024-08-14,SBUX,1,5.5,4.4,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.7,2.4,93.91,94.02,0.12,True
2024-08-14,NKE,2,6.2,4.2,5.0,"MOMENTUM_EXPANSION,RS_LEADER",7.5,5.0,78.48,84.02,7.06,True
2024-08-14,SHOP,3,5.8,3.8,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.0,5.1,71.6,76.14,6.34,True
2024-08-15,MRVL,1,5.2,3.3,8.0,"MOMENTUM_EXPANSION,BREAKOUT_STRUCTURE,RS_LEADER",6.8,5.5,69.36,68.84,-0.75,False
2024-08-15,NKE,2,5.6,4.3,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.9,2.9,82.54,84.28,2.11,True
2024-08-15,SHOP,3,6.1,3.8,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.9,6.0,74.84,74.96,0.16,True
2024-08-16,AAPL,1,6.9,4.5,3.0,BREAKOUT_STRUCTURE,7.1,6.1,226.06,228.13,0.92,True
2024-08-16,SHOP,2,6.0,3.8,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.7,6.0,74.58,74.55,-0.04,False
2024-08-16,AVGO,3,5.7,3.8,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.4,5.2,165.69,161.42,-2.58,False
2024-08-19,PYPL,1,6.6,4.4,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.6,5.3,69.45,70.42,1.4,True
2024-08-19,EBAY,2,7.2,4.6,3.0,BREAKOUT_STRUCTURE,6.4,6.3,56.67,57.77,1.94,True
2024-08-19,SHOP,3,6.1,3.8,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.6,6.2,75.16,72.52,-3.51,False
2024-08-20,PYPL,1,7.4,4.5,8.0,"MOMENTUM_EXPANSION,BREAKOUT_STRUCTURE,RS_LEADER",8.9,7.2,71.89,73.17,1.78,True
2024-08-20,EBAY,2,7.0,4.7,3.0,BREAKOUT_STRUCTURE,6.7,5.7,56.94,58.61,2.93,True
2024-08-20,SHOP,3,6.1,3.8,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.8,6.0,74.86,73.31,-2.07,False
2024-08-21,RBLX,1,6.6,3.7,8.0,"MOMENTUM_EXPANSION,BREAKOUT_STRUCTURE,RS_LEADER",7.6,7.8,43.34,44.0,1.52,True
2024-08-21,EBAY,2,7.4,4.2,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.2,8.4,58.69,59.11,0.72,True
2024-08-21,PYPL,3,6.5,4.4,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.5,5.2,71.44,72.41,1.36,True
2024-08-22,EBAY,1,6.5,4.1,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.1,6.2,59.02,58.75,-0.46,False
2024-08-22,DASH,2,7.3,5.0,3.0,BREAKOUT_STRUCTURE,8.3,5.2,128.9,125.09,-2.96,False
2024-08-22,NEM,3,6.3,4.1,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.2,5.6,51.4,52.27,1.69,True
2024-08-23,DASH,1,7.2,4.8,3.0,BREAKOUT_STRUCTURE,7.7,5.9,128.76,125.42,-2.59,False
2024-08-23,EBAY,2,6.3,4.0,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.6,6.2,58.87,58.93,0.1,True
2024-08-23,NVDA,3,5.7,4.3,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.4,3.2,129.28,106.16,-17.88,False
2024-08-26,EBAY,1,6.1,4.0,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.8,5.7,59.01,59.11,0.17,True
2024-08-26,PYPL,2,5.9,4.6,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.8,3.1,72.05,72.04,-0.01,False
2024-08-26,DDOG,3,6.7,5.6,3.0,BREAKOUT_STRUCTURE,5.3,5.8,116.74,110.08,-5.7,False
2024-08-27,SBUX,1,7.1,4.7,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",9.4,5.8,98.6,91.16,-7.55,False
2024-08-27,SQ,2,6.1,3.9,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",6.6,5.9,66.67,61.25,-8.13,False
2024-08-27,DASH,3,8.1,6.8,0.0,,8.1,5.9,128.47,123.57,-3.81,False
2024-08-28,AAPL,1,7.1,7.0,5.0,"BREAKOUT_STRUCTURE,VOLATILITY_EXPANSION",6.8,3.3,226.4,220.95,-2.41,False
2024-08-28,SHOP,2,7.8,5.0,2.0,VOLATILITY_EXPANSION,8.1,6.8,72.52,68.12,-6.07,False
2024-08-28,SQ,3,7.7,5.2,2.0,VOLATILITY_EXPANSION,6.3,6.3,64.66,61.3,-5.2,False
2024-08-29,SQ,1,6.6,4.4,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",6.9,5.6,66.42,61.38,-7.59,False
2024-08-29,ON,2,7.5,5.0,4.0,"RS_LEADER,VOLATILITY_EXPANSION",7.6,6.3,76.3,68.25,-10.55,False
2024-08-29,AAPL,3,7.0,5.4,5.0,"BREAKOUT_STRUCTURE,VOLATILITY_EXPANSION",7.7,3.5,229.83,220.1,-4.23,False
2024-08-30,INTC,1,5.5,3.4,10.0,"MOMENTUM_EXPANSION,BREAKOUT_STRUCTURE,RS_LEADER,VOLATILITY_EXPANSION",4.9,6.6,22.06,19.64,-10.97,False
2024-08-30,MRVL,2,5.8,3.8,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.8,5.3,76.29,74.87,-1.86,False
2024-08-30,DASH,3,7.5,6.4,3.0,BREAKOUT_STRUCTURE,6.0,5.5,128.68,129.97,1.0,True
2024-09-03,CRWD,1,7.8,7.2,2.0,VOLATILITY_EXPANSION,8.2,4.4,266.58,257.14,-3.54,False
2024-09-03,AAPL,2,7.8,7.3,2.0,VOLATILITY_EXPANSION,6.6,4.5,222.72,222.85,0.06,True
2024-09-03,MRVL,3,6.8,5.0,4.0,"RS_LEADER,VOLATILITY_EXPANSION",7.9,4.6,70.04,74.33,6.13,True
2024-09-04,NEM,1,7.2,5.4,2.0,VOLATILITY_EXPANSION,7.0,4.1,51.62,53.7,4.03,True
2024-09-04,PYPL,2,7.1,5.1,2.0,RS_LEADER,8.7,4.7,72.59,70.12,-3.4,False
2024-09-04,SBUX,3,7.5,7.4,0.0,,7.6,3.0,92.31,98.55,6.76,True
2024-09-05,PYPL,1,8.2,6.7,4.0,"RS_LEADER,VOLATILITY_EXPANSION",8.4,6.6,72.04,71.07,-1.35,False
2024-09-05,EBAY,2,7.3,5.1,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.2,5.7,59.11,64.34,8.85,True
2024-09-05,AMZN,3,6.5,4.9,5.0,"MOMENTUM_EXPANSION,RS_LEADER",7.1,3.8,177.87,184.9,3.95,True
2024-09-06,EBAY,1,7.6,5.4,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.2,5.4,59.21,64.9,9.61,True
2024-09-06,RBLX,2,7.5,5.4,4.0,"RS_LEADER,VOLATILITY_EXPANSION",9.2,4.7,43.63,45.73,4.81,True
2024-09-06,AMZN,3,7.4,5.7,4.0,"RS_LEADER,VOLATILITY_EXPANSION",5.8,4.5,171.45,186.96,9.05,True
2024-09-09,EBAY,1,7.6,5.4,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.2,5.3,59.41,63.17,6.33,True
2024-09-09,RBLX,2,7.5,5.4,4.0,"RS_LEADER,VOLATILITY_EXPANSION",9.1,4.7,43.62,45.28,3.81,True
2024-09-09,NKE,3,7.2,6.8,2.0,VOLATILITY_EXPANSION,6.3,4.3,79.47,80.89,1.79,True
2024-09-10,EBAY,1,7.4,5.0,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.7,5.8,60.28,63.22,4.88,True
2024-09-10,AMZN,2,6.6,5.0,2.0,RS_LEADER,7.4,3.8,179.62,189.85,5.7,True
2024-09-10,PYPL,3,6.4,6.6,2.0,VOLATILITY_EXPANSION,6.0,2.3,68.84,77.57,12.68,True
2024-09-11,EBAY,1,7.1,4.4,8.0,"MOMENTUM_EXPANSION,BREAKOUT_STRUCTURE,RS_LEADER",8.4,6.7,60.75,62.74,3.28,True
2024-09-11,SBUX,2,7.3,4.4,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.1,7.6,98.19,96.03,-2.2,False
2024-09-11,MSFT,3,6.5,4.5,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",5.4,5.7,422.73,435.42,3.0,True
2024-09-12,EBAY,1,7.3,4.4,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",9.0,7.4,63.2,63.45,0.4,True
2024-09-12,SBUX,2,6.8,4.6,5.0,"MOMENTUM_EXPANSION,RS_LEADER",8.7,5.3,99.3,95.51,-3.82,False
2024-09-12,DKNG,3,6.5,4.2,5.0,"MOMENTUM_EXPANSION,RS_LEADER",9.4,5.5,38.58,39.63,2.72,True
2024-09-13,EBAY,1,5.8,4.4,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.9,2.9,63.44,65.44,3.15,True
2024-09-13,TSLA,2,6.9,4.4,2.0,RS_LEADER,7.7,6.1,230.23,254.27,10.44,True
2024-09-13,RBLX,3,6.2,4.2,3.0,BREAKOUT_STRUCTURE,8.4,4.6,45.87,47.11,2.7,True
2024-09-16,RBLX,1,7.2,4.3,5.0,"MOMENTUM_EXPANSION,RS_LEADER",8.8,7.3,46.25,47.62,2.96,True
2024-09-16,SNAP,2,4.9,3.6,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.3,3.5,9.64,10.59,9.85,True
2024-09-16,INTC,3,5.1,3.8,5.0,"MOMENTUM_EXPANSION,RS_LEADER",6.4,3.6,20.93,23.56,12.57,True
2024-09-17,ABNB,1,6.8,4.0,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",6.9,7.5,122.13,129.3,5.87,True
2024-09-17,EBAY,2,5.7,4.5,5.0,"MOMENTUM_EXPANSION,RS_LEADER",9.2,2.5,64.9,63.98,-1.42,False
2024-09-17,SQ,3,5.5,4.0,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.7,3.9,67.32,66.49,-1.23,False
2024-09-18,NEM,1,7.4,4.5,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.5,7.2,53.06,53.88,1.55,True
2024-09-18,PYPL,2,7.2,4.1,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.1,8.1,73.12,77.82,6.43,True
2024-09-18,AMZN,3,6.6,4.4,3.0,BREAKOUT_STRUCTURE,7.0,5.2,186.39,187.88,0.8,True
2024-09-19,TSLA,1,6.9,4.3,8.0,"MOMENTUM_EXPANSION,BREAKOUT_STRUCTURE,RS_LEADER",7.9,6.6,243.92,261.68,7.28,True
2024-09-19,SHOP,2,6.8,4.1,5.0,"MOMENTUM_EXPANSION,RS_LEADER",8.0,7.1,78.71,80.13,1.8,True
2024-09-19,PYPL,3,6.7,4.6,5.0,"MOMENTUM_EXPANSION,RS_LEADER",8.9,5.1,77.57,78.02,0.58,True
2024-09-20,CRWD,1,6.4,4.3,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.1,5.2,299.82,275.19,-8.21,False
2024-09-20,NKE,2,6.2,4.1,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.1,5.6,86.66,89.16,2.88,True
2024-09-20,DASH,3,6.7,4.4,5.0,"MOMENTUM_EXPANSION,RS_LEADER",8.8,5.5,139.72,141.96,1.6,True
2024-09-23,AMZN,1,7.4,5.0,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.9,6.0,193.89,184.78,-4.7,False
2024-09-23,AVGO,2,6.6,4.3,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.2,5.7,172.88,170.68,-1.27,False
2024-09-23,INTC,3,6.1,4.1,5.0,"MOMENTUM_EXPANSION,RS_LEADER",7.4,5.2,22.58,22.38,-0.89,False
2024-09-24,AVGO,1,6.8,4.5,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.8,5.7,175.01,171.87,-1.79,False
2024-09-24,AMD,2,6.4,4.4,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.6,5.1,158.32,162.99,2.95,True
2024-09-24,AMZN,3,6.3,4.8,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.3,3.2,194.02,181.9,-6.25,False
2024-09-25,TSLA,1,7.2,4.9,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",9.8,5.3,257.0,250.03,-2.71,False
2024-09-25,AMZN,2,7.9,5.3,3.0,BREAKOUT_STRUCTURE,8.2,6.3,192.53,186.49,-3.14,False
2024-09-25,AVGO,3,6.9,4.7,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.6,5.3,175.51,176.68,0.67,True
2024-09-26,AMAT,1,5.8,4.0,10.0,"MOMENTUM_EXPANSION,BREAKOUT_STRUCTURE,RS_LEADER,VOLATILITY_EXPANSION",6.8,4.7,209.6,200.19,-4.49,False
2024-09-26,FCX,2,6.5,4.5,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",9.0,4.8,51.91,50.78,-2.18,False
2024-09-26,MU,3,5.9,4.2,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.7,4.4,109.89,102.97,-6.3,False
2024-09-27,HOOD,1,6.3,3.9,8.0,"MOMENTUM_EXPANSION,BREAKOUT_STRUCTURE,RS_LEADER",8.2,6.3,23.9,25.61,7.15,True
2024-09-27,TSLA,2,6.3,5.0,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",9.6,2.5,260.44,244.47,-6.13,False
2024-09-27,DKNG,3,6.4,4.4,4.0,"RS_LEADER,VOLATILITY_EXPANSION",8.3,4.8,40.35,37.51,-7.04,False
2024-09-30,AAPL,1,6.8,4.5,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",6.8,6.0,232.85,229.51,-1.43,False
2024-09-30,TSLA,2,6.6,5.0,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",9.6,3.3,261.68,241.02,-7.9,False
2024-09-30,AMZN,3,7.9,7.0,0.0,,5.7,5.1,186.38,185.19,-0.64,False
2024-10-01,GOOGL,1,6.2,4.6,7.0,"BREAKOUT_STRUCTURE,RS_LEADER,VOLATILITY_EXPANSION",6.8,4.1,167.02,162.08,-2.96,False
2024-10-01,TSLA,2,7.4,5.0,2.0,VOLATILITY_EXPANSION,9.5,6.0,258.01,238.7,-7.48,False
2024-10-01,AMD,3,7.4,5.0,2.0,VOLATILITY_EXPANSION,9.1,5.9,159.74,164.24,2.82,True
2024-10-02,GOOGL,1,6.4,5.1,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",6.5,3.2,165.83,163.31,-1.52,False
2024-10-02,EBAY,2,7.2,4.9,3.0,BREAKOUT_STRUCTURE,7.5,6.0,65.19,66.32,1.73,True
2024-10-02,AMAT,3,6.5,4.7,4.0,"RS_LEADER,VOLATILITY_EXPANSION",7.3,4.3,201.11,205.0,1.93,True
2024-10-03,EBAY,1,6.8,4.5,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.5,6.0,65.39,66.9,2.31,True
2024-10-03,AMD,2,7.2,5.3,2.0,VOLATILITY_EXPANSION,8.7,4.0,162.99,165.27,1.4,True
2024-10-03,TSLA,3,7.1,6.7,2.0,VOLATILITY_EXPANSION,5.9,3.6,240.7,219.16,-8.95,False
2024-10-04,SHOP,1,6.9,4.6,10.0,"MOMENTUM_EXPANSION,BREAKOUT_STRUCTURE,RS_LEADER,VOLATILITY_EXPANSION",8.9,5.7,82.43,81.95,-0.58,False
2024-10-04,AMD,2,7.2,4.8,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",9.5,5.6,170.86,156.69,-8.29,False
2024-10-04,AVGO,3,8.1,5.6,2.0,RS_LEADER,9.3,5.6,176.68,176.05,-0.36,False
2024-10-07,NVDA,1,7.0,4.9,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.8,5.1,127.78,135.72,6.21,True
2024-10-07,PYPL,2,7.1,4.8,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.2,5.5,80.29,80.83,0.67,True
2024-10-07,AVGO,3,8.2,5.5,2.0,RS_LEADER,8.7,6.3,175.21,176.8,0.91,True
2024-10-08,AVGO,1,7.3,4.9,7.0,"BREAKOUT_STRUCTURE,RS_LEADER,VOLATILITY_EXPANSION",8.9,5.9,180.72,181.53,0.45,True
2024-10-08,PYPL,2,7.3,4.8,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.0,6.3,81.16,79.85,-1.61,False
2024-10-08,HOOD,3,6.1,4.0,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.8,5.4,25.61,26.33,2.81,True
2024-10-09,PYPL,1,7.0,4.5,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.5,6.2,81.64,80.95,-0.85,False
2024-10-09,CRWD,2,6.8,4.5,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.9,5.2,298.38,310.09,3.92,True
2024-10-09,AVGO,3,7.0,4.9,4.0,"RS_LEADER,VOLATILITY_EXPANSION",8.9,5.0,185.97,179.89,-3.27,False
2024-10-10,CRWD,1,7.8,4.8,10.0,"MOMENTUM_EXPANSION,BREAKOUT_STRUCTURE,RS_LEADER,VOLATILITY_EXPANSION",9.7,7.4,314.99,309.61,-1.71,False
2024-10-10,DASH,2,8.3,6.2,5.0,"BREAKOUT_STRUCTURE,VOLATILITY_EXPANSION",7.2,8.2,144.58,152.85,5.72,True
2024-10-10,DDOG,3,6.5,4.5,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",9.2,4.8,130.09,125.83,-3.27,False
2024-10-11,DASH,1,6.8,4.6,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.9,5.6,149.42,152.49,2.05,True
2024-10-11,CRWD,2,7.1,4.7,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",9.5,5.6,320.22,308.5,-3.66,False
2024-10-11,ABNB,3,6.4,4.2,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.9,5.5,134.43,135.57,0.85,True
2024-10-14,AMAT,1,7.3,4.4,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.2,7.6,213.87,182.73,-14.56,False
2024-10-14,NVDA,2,6.5,5.0,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.9,3.4,138.18,139.56,1.0,True
2024-10-14,AAPL,3,7.3,6.2,3.0,BREAKOUT_STRUCTURE,6.1,5.5,231.3,230.68,-0.27,False
2024-10-15,AAPL,1,7.0,4.7,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",6.4,6.2,233.93,230.6,-1.42,False
2024-10-15,MRVL,2,6.1,4.2,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.7,4.9,79.46,81.91,3.08,True
2024-10-15,SNAP,3,6.5,4.0,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.2,6.4,11.04,10.28,-6.88,False
2024-10-16,MRVL,1,6.4,4.4,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.3,5.1,81.69,81.63,-0.07,False
2024-10-16,EBAY,2,6.3,5.3,3.0,BREAKOUT_STRUCTURE,5.6,5.4,66.9,63.08,-5.71,False
2024-10-16,ABNB,3,6.3,4.0,3.0,BREAKOUT_STRUCTURE,6.6,5.8,135.19,134.62,-0.42,False
2024-10-17,CLF,1,6.9,3.9,7.0,"BREAKOUT_STRUCTURE,RS_LEADER,VOLATILITY_EXPANSION",7.7,8.2,13.66,13.67,0.07,True
2024-10-17,NEM,2,5.6,3.8,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",6.3,4.9,56.5,48.36,-14.41,False
2024-10-17,ABNB,3,6.4,4.3,3.0,BREAKOUT_STRUCTURE,7.0,5.6,136.01,135.8,-0.15,False
2024-10-18,PYPL,1,7.6,6.3,3.0,BREAKOUT_STRUCTURE,6.1,6.1,80.95,80.28,-0.83,False
2024-10-18,CLF,2,6.3,3.8,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.7,6.4,13.93,13.71,-1.58,False
2024-10-18,SHOP,3,7.1,6.2,3.0,BREAKOUT_STRUCTURE,5.8,5.0,82.7,80.39,-2.79,False
2024-10-21,AAPL,1,6.8,4.7,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",6.9,5.4,236.48,230.16,-2.67,False
2024-10-21,PYPL,2,7.3,6.3,3.0,BREAKOUT_STRUCTURE,5.7,5.3,80.56,78.21,-2.92,False
2024-10-21,DDOG,3,7.4,6.1,2.0,VOLATILITY_EXPANSION,6.8,5.9,125.83,128.21,1.89,True
2024-10-22,NVDA,1,6.7,5.0,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",9.1,3.7,143.57,132.81,-7.49,False
2024-10-22,PYPL,2,7.3,6.3,3.0,BREAKOUT_STRUCTURE,5.9,5.6,80.91,79.3,-1.99,False
2024-10-22,ABNB,3,7.2,6.3,3.0,BREAKOUT_STRUCTURE,6.7,5.1,135.57,134.79,-0.58,False
2024-10-23,AAPL,1,8.6,7.3,2.0,VOLATILITY_EXPANSION,6.6,6.7,230.68,222.86,-3.39,False
2024-10-23,SBUX,2,7.4,4.7,4.0,"RS_LEADER,VOLATILITY_EXPANSION",6.1,7.3,97.66,98.87,1.24,True
2024-10-23,PYPL,3,7.6,6.5,3.0,BREAKOUT_STRUCTURE,6.8,5.7,80.86,77.25,-4.46,False
2024-10-24,TSLA,1,6.7,4.1,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",6.7,7.3,260.48,242.91,-6.75,False
2024-10-24,PYPL,2,7.4,6.1,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",6.7,6.1,81.39,78.13,-4.01,False
2024-10-24,NVDA,3,7.3,5.2,2.0,RS_LEADER,9.0,5.0,140.4,136.15,-3.03,False
2024-10-25,TSLA,1,6.1,4.2,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",6.9,4.9,269.16,251.44,-6.58,False
2024-10-25,PYPL,2,7.5,6.2,3.0,BREAKOUT_STRUCTURE,7.1,6.0,81.71,79.26,-3.0,False
2024-10-25,NVDA,3,7.4,5.1,2.0,RS_LEADER,9.3,5.3,141.5,139.93,-1.11,False
2024-10-28,HOOD,1,6.9,4.2,8.0,"MOMENTUM_EXPANSION,BREAKOUT_STRUCTURE,RS_LEADER",8.5,6.7,27.89,29.86,7.06,True
