date,symbol,rank,final_score,confidence,edge_score,edge_signals,momentum_score,premover_score,entry_price,price_7d_later,return_pct,would_have_won
2024-04-25,GOOGL,2,8.4,6.7,2.0,VOLATILITY_EXPANSION,7.6,6.9,156.07,168.1,7.71,True
2024-04-25,AAPL,3,7.2,5.4,0.0,,6.9,4.4,169.94,181.62,6.87,True
2024-04-26,GOOGL,1,7.1,4.9,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",9.4,5.3,171.96,171.2,-0.44,False
2024-04-26,SNAP,2,6.2,3.6,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.5,7.2,14.54,17.15,17.95,True
2024-04-26,ABNB,3,6.8,4.4,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.0,6.0,164.17,159.82,-2.65,False
2024-04-29,TSLA,1,5.9,4.0,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.3,4.9,194.08,174.69,-9.99,False
2024-04-29,FCX,2,6.7,4.6,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",9.1,5.0,52.43,49.96,-4.71,False
2024-04-29,GOOGL,3,6.8,4.9,4.0,"RS_LEADER,VOLATILITY_EXPANSION",9.2,4.4,166.13,169.38,1.96,True
2024-04-30,PYPL,1,6.8,4.5,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",9.1,5.4,67.93,64.44,-5.14,False
2024-04-30,GOOGL,2,6.8,4.9,4.0,"RS_LEADER,VOLATILITY_EXPANSION",9.0,4.2,162.74,169.98,4.45,True
2024-04-30,AAPL,3,6.6,5.4,4.0,"RS_LEADER,VOLATILITY_EXPANSION",7.0,2.8,170.05,184.62,8.57,True
2024-05-01,PINS,1,6.4,4.0,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.3,6.5,40.41,41.99,3.91,True
2024-05-01,FCX,2,6.2,4.8,4.0,"RS_LEADER,VOLATILITY_EXPANSION",7.6,3.1,49.91,51.59,3.37,True
2024-05-01,SNAP,3,4.9,3.9,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",9.9,2.1,15.86,16.0,0.88,True
2024-05-02,QCOM,1,6.5,4.3,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.1,5.5,180.16,184.23,2.26,True
2024-05-02,MRNA,2,5.7,4.3,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",9.8,2.7,125.62,125.73,0.09,True
2024-05-02,GOOGL,3,6.9,4.9,2.0,RS_LEADER,9.5,4.3,166.66,169.27,1.57,True
2024-05-03,AAPL,1,6.9,4.8,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.0,5.3,183.36,187.38,2.19,True
2024-05-03,QCOM,2,6.4,4.4,4.0,"RS_LEADER,VOLATILITY_EXPANSION",8.3,5.0,179.63,188.99,5.21,True
2024-05-03,RBLX,3,5.2,3.6,5.0,"MOMENTUM_EXPANSION,RS_LEADER",7.0,4.5,39.24,31.66,-19.32,False
2024-05-06,AAPL,1,6.8,4.6,4.0,"RS_LEADER,VOLATILITY_EXPANSION",7.5,5.2,181.62,189.73,4.47,True
2024-05-06,MRNA,2,6.2,4.2,4.0,"RS_LEADER,VOLATILITY_EXPANSION",9.5,4.6,122.11,129.05,5.68,True
2024-05-06,MARA,3,4.6,3.1,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.9,5.0,20.69,20.18,-2.46,False
2024-05-07,AMZN,1,6.3,4.5,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.4,4.5,188.7,183.63,-2.69,False
2024-05-07,QCOM,2,6.4,4.5,4.0,"RS_LEADER,VOLATILITY_EXPANSION",8.6,4.5,180.22,193.21,7.21,True
2024-05-07,GOOGL,3,7.2,4.8,2.0,RS_LEADER,8.9,5.6,171.2,174.11,1.7,True
2024-05-08,AMZN,1,6.6,4.5,3.0,BREAKOUT_STRUCTURE,7.3,5.4,187.95,184.56,-1.8,False
2024-05-08,AAPL,2,7.0,5.1,2.0,RS_LEADER,9.2,4.4,182.73,189.87,3.91,True
2024-05-08,PINS,3,5.7,4.1,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.9,3.6,42.62,42.8,0.42,True
2024-05-09,AMZN,1,6.8,4.5,3.0,BREAKOUT_STRUCTURE,7.3,5.8,189.43,183.62,-3.07,False
2024-05-09,PINS,2,5.6,4.2,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",9.3,3.1,42.66,42.65,-0.02,False
2024-05-09,GOOGL,3,7.7,5.3,0.0,,8.5,5.5,169.98,176.94,4.09,True
2024-05-10,GOOGL,1,8.1,7.0,0.0,,8.3,5.4,168.61,177.86,5.49,True
2024-05-10,FCX,2,6.8,4.6,3.0,BREAKOUT_STRUCTURE,7.5,5.2,51.59,54.33,5.31,True
2024-05-10,NEM,3,7.1,4.8,2.0,RS_LEADER,9.0,5.4,42.48,44.04,3.67,True
2024-05-13,GOOGL,1,8.6,6.9,0.0,,8.1,6.9,169.27,176.34,4.18,True
2024-05-13,RIVN,2,5.1,3.3,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.6,5.4,10.91,10.71,-1.83,False
2024-05-13,MRNA,3,6.2,4.1,4.0,"RS_LEADER,VOLATILITY_EXPANSION",9.2,5.0,125.73,163.37,29.94,True
2024-05-14,FCX,1,6.7,4.3,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.9,6.2,53.48,51.22,-4.23,False
2024-05-14,MU,2,6.6,4.3,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.6,6.1,124.93,126.27,1.07,True
2024-05-14,QCOM,3,6.3,4.6,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.9,3.8,188.99,201.83,6.79,True
2024-05-15,QCOM,1,6.1,4.7,8.0,"MOMENTUM_EXPANSION,BREAKOUT_STRUCTURE,RS_LEADER",9.3,3.1,194.65,210.48,8.13,True
2024-05-15,FCX,2,7.3,4.2,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.6,8.1,53.6,51.54,-3.84,False
2024-05-15,AMAT,3,7.0,4.1,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",6.9,8.0,217.54,220.9,1.54,True
2024-05-16,MRVL,1,6.6,3.9,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.2,7.4,73.03,78.32,7.24,True
2024-05-16,MU,2,7.0,4.6,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.9,5.8,127.82,132.66,3.79,True
2024-05-16,QCOM,3,6.4,4.7,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",9.3,3.8,193.21,213.14,10.32,True
2024-05-17,GOOGL,1,7.1,4.6,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.8,6.2,176.11,175.95,-0.09,False
2024-05-17,AAPL,2,6.4,5.0,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.0,3.4,189.87,190.37,0.26,True
2024-05-17,QCOM,3,6.3,4.7,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",9.3,3.3,193.92,208.24,7.38,True
2024-05-20,NEM,1,5.4,4.1,7.0,"BREAKOUT_STRUCTURE,RS_LEADER,VOLATILITY_EXPANSION",7.7,3.3,44.45,41.89,-5.76,False
2024-05-20,GOOGL,2,6.2,4.6,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.7,4.0,176.94,172.12,-2.72,False
2024-05-20,MU,3,6.4,4.4,4.0,"RS_LEADER,VOLATILITY_EXPANSION",8.1,5.1,129.01,126.27,-2.12,False
2024-05-21,TSLA,1,6.8,4.6,4.0,"RS_LEADER,VOLATILITY_EXPANSION",8.4,5.4,186.63,178.12,-4.56,False
2024-05-21,GOOGL,2,6.3,4.7,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.0,3.8,177.86,172.5,-3.01,False
2024-05-21,AAPL,3,6.6,5.0,3.0,BREAKOUT_STRUCTURE,8.2,3.6,192.37,192.31,-0.03,False
2024-05-22,ON,1,7.3,4.2,7.0,"BREAKOUT_STRUCTURE,RS_LEADER,VOLATILITY_EXPANSION",8.3,7.8,76.28,73.17,-4.08,False
2024-05-22,MRNA,2,5.6,4.3,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",9.8,2.7,163.37,147.74,-9.57,False
2024-05-22,QCOM,3,6.4,4.8,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",9.2,3.6,202.94,205.96,1.49,True
2024-05-23,MSFT,1,7.3,4.9,7.0,"BREAKOUT_STRUCTURE,RS_LEADER,VOLATILITY_EXPANSION",7.3,6.1,427.12,416.03,-2.6,False
2024-05-23,AMAT,2,7.0,4.9,4.0,"RS_LEADER,VOLATILITY_EXPANSION",8.5,4.6,217.95,212.19,-2.64,False
2024-05-23,GOOGL,3,7.6,4.8,2.0,VOLATILITY_EXPANSION,7.6,7.1,173.57,173.72,0.09,True
2024-05-24,META,1,7.9,6.7,5.0,"BREAKOUT_STRUCTURE,VOLATILITY_EXPANSION",7.2,6.0,478.11,495.02,3.54,True
2024-05-24,EBAY,2,5.2,4.0,10.0,"MOMENTUM_EXPANSION,BREAKOUT_STRUCTURE,RS_LEADER,VOLATILITY_EXPANSION",6.4,3.2,54.43,52.98,-2.66,False
2024-05-24,AAPL,3,7.6,6.5,3.0,BREAKOUT_STRUCTURE,7.9,5.2,190.0,195.87,3.09,True
2024-05-28,AAPL,1,8.0,6.8,5.0,"BREAKOUT_STRUCTURE,VOLATILITY_EXPANSION",7.4,5.8,190.1,194.44,2.28,True
2024-05-28,META,2,8.0,5.4,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.5,6.3,479.97,493.72,2.86,True
2024-05-28,QCOM,3,6.3,5.0,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",9.6,2.6,213.14,209.44,-1.74,False
2024-05-29,META,1,7.8,7.1,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.3,4.7,474.38,492.88,3.9,True
2024-05-29,AAPL,2,7.8,6.9,3.0,BREAKOUT_STRUCTURE,7.2,5.0,190.37,196.88,3.42,True
2024-05-29,PINS,3,8.0,5.3,2.0,RS_LEADER,7.2,6.7,42.12,44.11,4.72,True
2024-05-30,AAPL,1,8.2,7.1,3.0,BREAKOUT_STRUCTURE,7.8,5.5,191.28,193.15,0.98,True
2024-05-30,MRVL,2,7.3,4.5,5.0,"MOMENTUM_EXPANSION,RS_LEADER",8.9,6.9,76.81,69.48,-9.54,False
2024-05-30,HOOD,3,5.9,3.6,8.0,"MOMENTUM_EXPANSION,BREAKOUT_STRUCTURE,RS_LEADER",9.0,6.1,21.83,23.43,7.33,True
2024-05-31,AAPL,1,8.4,6.8,2.0,RS_LEADER,7.7,7.0,192.31,207.15,7.72,True
2024-05-31,QCOM,2,7.9,5.3,2.0,VOLATILITY_EXPANSION,8.3,6.3,204.16,208.54,2.15,True
2024-05-31,AMD,3,7.0,5.1,4.0,"RS_LEADER,VOLATILITY_EXPANSION",7.8,4.6,167.14,159.0,-4.87,False
2024-06-03,AAPL,1,7.1,5.1,2.0,RS_LEADER,7.9,4.8,193.99,213.17,9.89,True
2024-06-03,META,2,6.6,4.7,3.0,BREAKOUT_STRUCTURE,6.3,4.7,477.46,508.6,6.52,True
2024-06-03,QCOM,3,6.9,5.2,2.0,VOLATILITY_EXPANSION,8.2,3.6,205.96,215.53,4.65,True
2024-06-04,AAPL,1,7.8,6.3,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.3,6.2,194.31,214.22,10.25,True
2024-06-04,SBUX,2,6.3,4.3,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.8,4.9,82.81,80.21,-3.14,False
2024-06-04,NKE,3,6.6,4.6,4.0,"RS_LEADER,VOLATILITY_EXPANSION",7.0,5.1,94.77,94.18,-0.62,False
2024-06-05,META,1,6.5,4.4,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",6.8,5.5,495.02,504.38,1.89,True
2024-06-05,AAPL,2,7.3,4.8,3.0,BREAKOUT_STRUCTURE,7.9,6.2,195.87,212.57,8.53,True
2024-06-05,AMAT,3,7.1,4.8,2.0,VOLATILITY_EXPANSION,8.0,5.6,223.46,237.04,6.08,True
2024-06-06,PYPL,1,6.4,3.7,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",6.1,7.6,67.03,60.12,-10.31,False
2024-06-06,GOOGL,2,7.1,5.8,3.0,BREAKOUT_STRUCTURE,6.7,5.9,176.79,177.3,0.29,True
2024-06-06,AAPL,3,7.0,5.9,3.0,BREAKOUT_STRUCTURE,6.9,5.3,194.44,216.67,11.43,True
2024-06-07,PINS,1,6.1,4.0,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.4,5.5,44.11,44.23,0.27,True
2024-06-07,AAPL,2,7.4,6.1,3.0,BREAKOUT_STRUCTURE,7.6,5.7,196.88,214.38,8.89,True
2024-06-07,SHOP,3,5.9,3.8,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",5.5,6.1,61.59,64.25,4.32,True
2024-06-10,AMAT,1,7.3,4.6,4.0,"RS_LEADER,VOLATILITY_EXPANSION",8.8,6.7,228.19,239.98,5.17,True
2024-06-10,CRWD,2,6.2,4.2,5.0,"MOMENTUM_EXPANSION,RS_LEADER",8.9,4.8,374.46,382.22,2.07,True
2024-06-10,MU,3,6.3,4.4,4.0,"RS_LEADER,VOLATILITY_EXPANSION",8.5,4.4,134.81,144.18,6.95,True
2024-06-11,AAPL,1,7.9,4.9,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.8,7.6,207.15,207.22,0.03,True
2024-06-11,CRWD,2,6.5,4.4,5.0,"MOMENTUM_EXPANSION,RS_LEADER",9.5,5.0,384.71,380.75,-1.03,False
2024-06-11,MSFT,3,6.2,4.6,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",6.5,4.1,432.65,449.78,3.96,True
2024-06-12,MSFT,1,7.1,4.5,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.2,6.6,441.05,447.7,1.51,True
2024-06-12,AAPL,2,6.2,5.0,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",9.1,2.5,213.17,208.29,-2.29,False
2024-06-12,AMAT,3,6.9,4.6,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.8,5.5,237.62,229.68,-3.34,False
2024-06-13,QCOM,1,7.3,4.7,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.8,6.2,218.1,202.11,-7.33,False
2024-06-13,MSFT,2,7.1,4.5,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.5,6.5,441.52,451.12,2.17,True
2024-06-13,MU,3,6.5,4.5,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",9.0,4.8,143.08,141.11,-1.38,False
2024-06-14,QCOM,1,7.8,5.1,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.5,6.3,215.39,197.32,-8.39,False
2024-06-14,MSFT,2,6.8,4.6,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.7,5.6,442.61,452.26,2.18,True
2024-06-14,SHOP,3,5.5,4.4,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.9,2.8,67.67,65.44,-3.3,False
2024-06-17,QCOM,1,7.8,4.7,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.8,7.5,222.21,195.16,-12.17,False
2024-06-17,CRWD,2,7.3,4.2,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.6,7.8,390.21,387.11,-0.79,False
2024-06-17,TSLA,3,6.4,4.3,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.5,5.3,187.43,197.41,5.32,True
2024-06-18,MU,1,6.8,4.7,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",9.5,5.1,153.49,131.51,-14.32,False
2024-06-18,CRWD,2,6.6,4.2,3.0,BREAKOUT_STRUCTURE,8.7,6.0,389.46,383.06,-1.64,False
2024-06-18,QCOM,3,7.0,4.8,2.0,RS_LEADER,9.2,4.9,227.01,199.09,-12.3,False
2024-06-20,NEM,1,6.2,4.0,5.0,"MOMENTUM_EXPANSION,RS_LEADER",6.0,6.5,42.81,41.67,-2.66,False
2024-06-20,QCOM,2,6.8,5.0,2.0,VOLATILITY_EXPANSION,7.6,4.2,215.41,199.98,-7.16,False
2024-06-20,MSFT,3,6.3,4.9,3.0,BREAKOUT_STRUCTURE,7.8,3.4,445.62,456.48,2.44,True
2024-06-21,AMZN,1,6.8,5.3,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.7,3.5,189.01,200.03,5.83,True
2024-06-21,GOOGL,2,7.0,5.0,4.0,"RS_LEADER,VOLATILITY_EXPANSION",6.9,5.1,179.57,185.27,3.17,True
2024-06-21,META,3,8.1,7.4,0.0,,7.0,4.3,494.68,509.52,3.0,True
2024-06-24,AMZN,1,8.4,6.7,2.0,VOLATILITY_EXPANSION,6.5,7.2,185.8,197.58,6.34,True
2024-06-24,META,2,8.2,7.5,2.0,VOLATILITY_EXPANSION,7.3,4.6,498.89,510.02,2.23,True
2024-06-24,RBLX,3,7.4,5.1,2.0,VOLATILITY_EXPANSION,6.3,6.0,35.2,37.75,7.24,True
2024-06-25,GOOGL,1,6.9,4.8,4.0,"RS_LEADER,VOLATILITY_EXPANSION",8.0,5.2,184.0,190.59,3.58,True
2024-06-25,TSLA,2,6.5,4.3,3.0,BREAKOUT_STRUCTURE,7.5,5.5,187.39,251.69,34.31,True
2024-06-25,AMZN,3,7.6,6.8,0.0,,6.8,4.7,186.37,199.97,7.3,True
2024-06-26,AMZN,1,7.2,5.0,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.3,5.3,193.59,199.18,2.89,True
2024-06-26,TSLA,2,7.2,4.7,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.9,5.9,196.32,252.88,28.81,True
2024-06-26,GOOGL,3,6.8,4.7,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.8,5.1,183.85,189.0,2.8,True
2024-06-27,AMZN,1,7.1,4.8,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.4,5.6,197.85,199.34,0.75,True
2024-06-27,TSLA,2,7.3,4.8,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.9,6.2,197.41,262.33,32.89,True
2024-06-27,AAPL,3,8.3,7.2,2.0,RS_LEADER,8.5,5.6,214.11,228.69,6.81,True
2024-06-28,AMZN,1,7.0,4.9,4.0,"RS_LEADER,VOLATILITY_EXPANSION",7.9,5.1,193.27,199.76,3.36,True
2024-06-28,AAPL,2,8.6,7.7,0.0,,7.9,5.3,210.61,232.93,10.6,True
2024-06-28,AMAT,3,8.2,6.5,0.0,,7.4,7.1,235.97,254.95,8.04,True
2024-07-01,CRWD,1,8.6,5.4,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.9,7.7,392.54,370.43,-5.63,False
2024-07-01,AAPL,2,7.9,5.5,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.4,5.5,216.7,227.66,5.06,True
2024-07-01,TSLA,3,6.0,4.8,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",9.3,2.2,209.97,240.72,14.64,True
2024-07-02,AAPL,1,7.6,5.5,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.9,4.6,220.35,230.27,4.5,True
2024-07-02,TSLA,2,6.1,4.9,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",9.7,2.4,231.14,248.32,7.43,True
2024-07-02,AMAT,3,7.2,5.1,2.0,RS_LEADER,8.1,5.1,240.98,243.32,0.97,True
2024-07-03,NEM,1,6.8,4.1,7.0,"BREAKOUT_STRUCTURE,RS_LEADER,VOLATILITY_EXPANSION",6.4,7.5,43.44,47.33,8.95,True
2024-07-03,AAPL,2,7.5,5.0,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.6,6.2,221.53,234.43,5.82,True
2024-07-03,TSLA,3,6.1,4.9,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",9.7,2.4,246.6,252.76,2.5,True
2024-07-05,AAPL,1,7.7,5.0,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.9,6.3,226.35,234.83,3.75,True
2024-07-05,INTC,2,6.7,4.1,4.0,"RS_LEADER,VOLATILITY_EXPANSION",5.8,7.3,31.98,34.35,7.41,True
2024-07-05,CRWD,3,7.1,5.1,3.0,BREAKOUT_STRUCTURE,7.5,4.8,389.64,369.06,-5.28,False
2024-07-08,CRWD,1,8.1,6.5,5.0,"BREAKOUT_STRUCTURE,VOLATILITY_EXPANSION",7.4,6.6,390.7,354.88,-9.17,False
2024-07-08,AAPL,2,7.3,5.1,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",9.0,5.2,227.81,228.96,0.5,True
2024-07-08,MRVL,3,7.0,4.1,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.7,7.8,74.94,67.92,-9.37,False
2024-07-09,MSFT,1,7.5,6.6,5.0,"BREAKOUT_STRUCTURE,VOLATILITY_EXPANSION",7.2,4.9,459.54,440.42,-4.16,False
2024-07-09,AAPL,2,7.4,5.0,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.9,5.5,228.69,224.21,-1.96,False
2024-07-09,AMAT,3,6.9,4.5,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.6,5.9,251.68,217.99,-13.39,False
2024-07-10,AAPL,1,7.4,5.0,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.9,5.7,232.93,224.44,-3.64,False
2024-07-10,AMAT,2,6.9,4.5,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.4,5.8,254.95,210.26,-17.53,False
2024-07-10,MSFT,3,7.0,6.0,3.0,BREAKOUT_STRUCTURE,7.4,5.0,465.99,436.96,-6.23,False
2024-07-11,NEM,1,7.1,4.2,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.8,7.3,47.17,47.28,0.23,True
2024-07-11,GOOGL,2,8.2,6.7,2.0,VOLATILITY_EXPANSION,6.8,6.6,185.59,181.76,-2.06,False
2024-07-11,AMZN,3,8.5,7.1,0.0,,6.3,6.4,195.02,182.69,-6.32,False
2024-07-12,ON,1,5.4,3.5,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",6.0,5.6,76.86,73.39,-4.51,False
2024-07-12,RBLX,2,6.2,4.0,5.0,"MOMENTUM_EXPANSION,RS_LEADER",8.4,5.5,40.54,41.08,1.33,True
2024-07-12,INTC,3,6.3,4.5,4.0,"RS_LEADER,VOLATILITY_EXPANSION",8.5,4.3,34.48,32.97,-4.38,False
2024-07-15,SQ,1,5.7,3.9,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.3,4.7,72.06,61.69,-14.39,False
2024-07-15,DDOG,2,7.4,6.0,2.0,VOLATILITY_EXPANSION,7.1,6.2,129.44,117.28,-9.39,False
2024-07-15,MARA,3,5.2,3.5,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.6,4.8,24.59,20.67,-15.94,False
2024-07-16,SHOP,1,6.5,3.8,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",6.3,7.5,69.71,59.45,-14.72,False
2024-07-16,EBAY,2,6.5,3.8,7.0,"BREAKOUT_STRUCTURE,RS_LEADER,VOLATILITY_EXPANSION",5.9,7.6,55.42,53.15,-4.1,False
2024-07-16,ALNY,3,7.5,4.5,0.0,,8.3,7.2,249.68,237.84,-4.74,False
2024-07-17,EBAY,1,6.1,4.2,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",5.7,5.1,54.59,54.2,-0.71,False
2024-07-17,RIVN,2,5.5,3.8,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.8,4.6,17.18,16.19,-5.76,False
2024-07-17,ALNY,3,7.4,7.2,2.0,VOLATILITY_EXPANSION,7.6,3.0,239.9,235.18,-1.97,False
2024-07-18,AAPL,1,8.6,7.5,2.0,VOLATILITY_EXPANSION,7.2,5.8,224.21,218.19,-2.68,False
2024-07-18,INTC,2,5.5,4.4,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.6,2.1,34.88,30.83,-11.61,False
2024-07-18,ON,3,6.6,4.8,4.0,"RS_LEADER,VOLATILITY_EXPANSION",7.1,4.3,75.39,78.22,3.75,True
2024-07-19,SBUX,1,5.0,3.7,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",5.4,4.1,79.3,75.94,-4.24,False
2024-07-19,AAPL,2,7.8,7.5,0.0,,7.2,3.7,224.44,218.68,-2.57,False
2024-07-19,COIN,3,5.4,3.8,4.0,"RS_LEADER,VOLATILITY_EXPANSION",8.0,4.1,257.86,224.43,-12.96,False
2024-07-22,RBLX,1,7.1,4.7,3.0,BREAKOUT_STRUCTURE,8.6,5.6,41.01,41.48,1.15,True
2024-07-22,ON,2,6.6,4.4,4.0,"RS_LEADER,VOLATILITY_EXPANSION",8.9,5.2,77.36,78.31,1.23,True
2024-07-22,AAPL,3,7.6,7.4,0.0,,6.8,3.4,224.16,222.18,-0.88,False
2024-07-23,RBLX,1,6.8,4.7,3.0,BREAKOUT_STRUCTURE,9.1,5.1,41.08,38.85,-5.43,False
2024-07-23,AAPL,2,7.8,7.5,0.0,,7.1,3.7,224.92,218.51,-2.85,False
2024-07-23,TSLA,3,7.4,5.2,0.0,,8.9,4.9,246.48,216.94,-11.98,False
2024-07-24,AAPL,1,7.7,7.3,2.0,VOLATILITY_EXPANSION,6.6,4.3,218.59,219.81,0.56,True
2024-07-24,RBLX,2,7.6,5.2,2.0,RS_LEADER,8.6,5.6,39.95,39.04,-2.28,False
2024-07-24,EBAY,3,7.3,5.3,0.0,,6.9,5.1,53.66,56.2,4.73,True
2024-07-25,RBLX,1,8.6,5.7,2.0,RS_LEADER,8.8,7.1,40.56,36.53,-9.94,False
2024-07-25,NEM,2,8.0,5.5,2.0,VOLATILITY_EXPANSION,7.7,5.9,45.69,47.05,2.98,True
2024-07-25,DASH,3,5.2,4.5,4.0,"RS_LEADER,VOLATILITY_EXPANSION",3.6,2.7,100.81,121.34,20.37,True
2024-07-26,RBLX,1,7.3,5.6,0.0,,8.5,3.7,40.54,37.67,-7.08,False
2024-07-26,EBAY,2,7.2,5.2,0.0,,7.3,4.8,54.2,55.91,3.15,True
2024-07-26,NEM,3,7.1,5.1,0.0,,8.6,4.3,46.73,47.58,1.82,True
2024-07-29,EBAY,1,7.4,5.3,2.0,RS_LEADER,8.0,5.0,54.6,55.13,0.97,True
2024-07-29,ON,2,6.3,4.0,4.0,"RS_LEADER,VOLATILITY_EXPANSION",9.1,5.6,78.22,66.31,-15.23,False
2024-07-29,RBLX,3,8.0,5.6,0.0,,8.3,5.7,40.6,36.17,-10.91,False
2024-07-30,PYPL,1,7.0,4.1,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.0,7.7,64.0,64.27,0.42,True
