date,symbol,rank,final_score,confidence,edge_score,edge_signals,momentum_score,premover_score,entry_price,price_7d_later,return_pct_7d,would_have_won_7d,spy_return_7d,alpha_7d,price_14d_later,return_pct_14d,would_have_won_14d,spy_return_14d,alpha_14d,price_21d_later,return_pct_21d,would_have_won_21d,spy_return_21d,alpha_21d
2024-06-24,AMZN,1,6.8,5.3,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.7,3.5,189.47,,,,,,,,,,,,,,,
2024-06-24,GOOGL,2,7.0,5.0,4.0,"RS_LEADER,VOLATILITY_EXPANSION",6.9,5.1,180.17,,,,,,,,,,,,,,,
2024-06-24,META,3,8.1,7.4,0.0,,7.0,4.3,499.27,,,,,,,,,,,,,,,
2024-06-25,AMZN,1,8.4,6.7,2.0,VOLATILITY_EXPANSION,6.5,7.2,186.82,,,,,,,,,,,,,,,
2024-06-25,META,2,8.2,7.5,2.0,VOLATILITY_EXPANSION,7.3,4.6,497.01,,,,,,,,,,,,,,,
2024-06-25,RBLX,3,7.4,5.1,2.0,VOLATILITY_EXPANSION,6.3,6.0,35.03,,,,,,,,,,,,,,,
2024-06-26,GOOGL,1,6.9,4.8,4.0,"RS_LEADER,VOLATILITY_EXPANSION",8.0,5.2,182.56,,,,,,,,,,,,,,,
2024-06-26,TSLA,2,6.5,4.3,3.0,BREAKOUT_STRUCTURE,7.5,5.5,186.48,,,,,,,,,,,,,,,
2024-06-26,AMZN,3,7.6,6.8,0.0,,6.8,4.7,186.71,,,,,,,,,,,,,,,
2024-06-27,AMZN,1,7.2,5.0,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.3,5.3,194.97,,,,,,,,,,,,,,,
2024-06-27,TSLA,2,7.2,4.7,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.9,5.9,195.14,,,,,,,,,,,,,,,
2024-06-27,ABNB,3,6.8,4.5,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",5.9,6.3,150.31,,,,,,,,,,,,,,,
2024-06-28,AMZN,1,7.1,4.8,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.4,5.6,197.6,,,,,,,,,,,,,,,
2024-06-28,TSLA,2,7.3,4.8,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.9,6.2,199.53,,,,,,,,,,,,,,,
2024-06-28,AAPL,3,8.3,7.2,2.0,RS_LEADER,8.5,5.6,215.83,,,,,,,,,,,,,,,
