date,symbol,rank,final_score,confidence,edge_score,edge_signals,momentum_score,premover_score,entry_price,price_7d_later,return_pct_7d,would_have_won_7d,price_14d_later,return_pct_14d,would_have_won_14d,price_21d_later,return_pct_21d,would_have_won_21d
2024-07-30,EBAY,2,6.4,4.8,5.0,"MOMENTUM_EXPANSION,RS_LEADER",7.7,4.0,55.4,55.95,0.99,True,56.67,2.29,True,57.77,4.28,True
2024-07-30,RBLX,3,6.4,5.0,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.7,3.6,41.03,37.17,-9.41,False,40.86,-0.41,False,44.13,7.56,True
2024-07-31,RBLX,1,7.1,4.5,8.0,"MOMENTUM_EXPANSION,BREAKOUT_STRUCTURE,RS_LEADER",7.6,6.7,41.48,36.99,-10.82,False,40.54,-2.27,False,43.58,5.06,True
2024-07-31,SBUX,2,7.2,4.6,5.0,"MOMENTUM_EXPANSION,RS_LEADER",7.0,6.9,77.97,75.1,-3.68,False,92.98,19.25,True,94.88,21.69,True
2024-07-31,PYPL,3,6.3,4.3,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.0,5.4,65.78,64.72,-1.61,False,71.89,9.29,True,73.17,11.23,True
2024-08-01,NEM,1,6.3,4.3,10.0,"MOMENTUM_EXPANSION,BREAKOUT_STRUCTURE,RS_LEADER,VOLATILITY_EXPANSION",8.5,5.2,49.55,48.8,-1.51,False,51.87,4.68,True,53.42,7.81,True
2024-08-01,EBAY,2,7.5,4.6,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.0,7.5,56.21,55.8,-0.73,False,58.69,4.41,True,59.11,5.16,True
2024-08-01,PYPL,3,6.2,4.4,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.4,4.8,65.29,63.44,-2.83,False,71.44,9.42,True,72.41,10.91,True
2024-08-02,DASH,1,6.1,4.1,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.4,5.4,117.13,127.94,9.23,True,128.9,10.05,True,125.09,6.8,True
2024-08-02,TWLO,2,6.0,3.9,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.4,5.8,62.86,61.49,-2.18,False,58.89,-6.32,False,61.19,-2.66,False
2024-08-02,NEM,3,6.9,4.4,4.0,"RS_LEADER,VOLATILITY_EXPANSION",8.4,6.7,48.51,49.0,1.01,True,51.4,5.96,True,52.27,7.75,True
2024-08-05,DASH,1,6.1,4.1,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.7,5.0,121.34,126.94,4.62,True,128.76,6.12,True,125.42,3.36,True
2024-08-05,EBAY,2,6.8,5.6,4.0,"RS_LEADER,VOLATILITY_EXPANSION",8.2,2.9,54.69,55.77,1.97,True,58.87,7.64,True,58.93,7.75,True
2024-08-05,TWLO,3,5.7,4.4,4.0,"RS_LEADER,VOLATILITY_EXPANSION",8.4,3.2,59.93,60.6,1.12,True,60.76,1.38,True,60.84,1.52,True
2024-08-06,DASH,1,6.2,4.2,5.0,"MOMENTUM_EXPANSION,RS_LEADER",8.7,4.9,122.64,130.28,6.23,True,128.52,4.79,True,126.32,3.0,True
2024-08-06,EBAY,2,6.6,4.8,4.0,"RS_LEADER,VOLATILITY_EXPANSION",8.3,4.4,55.91,55.85,-0.11,False,59.01,5.54,True,59.11,5.72,True
2024-08-06,META,3,5.8,4.3,4.0,"RS_LEADER,VOLATILITY_EXPANSION",6.4,4.0,494.05,537.25,8.74,True,521.17,5.49,True,516.98,4.64,True
2024-08-07,SHOP,1,5.3,3.5,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.2,5.4,63.89,74.58,16.73,True,74.55,16.68,True,67.0,4.87,True
2024-08-07,NKE,2,6.5,6.6,2.0,RS_LEADER,6.9,2.3,72.63,83.25,14.62,True,85.29,17.43,True,80.65,11.04,True
2024-08-07,SBUX,3,6.2,5.4,2.0,RS_LEADER,8.0,1.7,75.29,94.83,25.95,True,98.6,30.96,True,91.16,21.08,True
2024-08-08,SHOP,1,5.3,3.7,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.7,4.6,68.56,75.16,9.63,True,72.52,5.78,True,68.12,-0.64,False
2024-08-08,SBUX,2,6.8,6.6,2.0,RS_LEADER,7.9,3.3,75.79,92.31,21.8,True,95.31,25.76,True,92.22,21.68,True
2024-08-08,NKE,3,6.5,5.1,2.0,RS_LEADER,7.6,3.5,74.18,83.28,12.27,True,82.79,11.61,True,79.47,7.13,True
2024-08-09,PYPL,1,5.8,4.1,2.0,RS_LEADER,8.2,4.5,64.72,71.89,11.08,True,73.17,13.06,True,68.84,6.37,True
2024-08-09,NKE,2,6.5,5.1,0.0,,7.6,3.5,74.34,83.56,12.4,True,83.27,12.01,True,78.09,5.04,True
2024-08-09,EBAY,3,6.5,4.6,0.0,,7.7,4.7,56.52,56.94,0.74,True,58.61,3.7,True,60.28,6.65,True
2024-08-12,NKE,1,6.5,4.6,3.0,BREAKOUT_STRUCTURE,7.7,4.9,74.64,83.97,12.5,True,83.33,11.64,True,78.38,5.01,True
2024-08-12,DASH,2,6.1,4.0,3.0,BREAKOUT_STRUCTURE,7.7,5.6,124.07,129.51,4.38,True,128.68,3.72,True,129.97,4.76,True
2024-08-12,EBAY,3,6.6,5.9,0.0,,7.1,4.5,55.8,58.69,5.18,True,59.11,5.93,True,60.75,8.87,True
2024-08-13,NKE,1,5.9,4.2,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.7,4.8,78.48,83.41,6.28,True,81.33,3.63,True,78.41,-0.09,False
2024-08-13,SBUX,2,5.6,4.3,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.5,6.1,95.91,92.49,-3.57,False,93.21,-2.82,False,99.3,3.53,True
2024-08-13,NET,3,5.4,3.5,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.2,5.3,81.75,80.7,-1.28,False,78.1,-4.46,False,78.84,-3.56,False
2024-08-14,SBUX,1,5.4,4.4,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.7,2.4,93.91,94.02,0.12,True,92.31,-1.7,False,98.55,4.94,True
2024-08-14,NKE,2,6.1,4.2,5.0,"MOMENTUM_EXPANSION,RS_LEADER",7.5,5.0,78.48,84.02,7.06,True,81.0,3.21,True,79.02,0.69,True
2024-08-14,SHOP,3,5.7,3.8,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.0,5.1,71.6,76.14,6.34,True,70.23,-1.91,False,72.45,1.19,True
2024-08-15,MRVL,1,5.1,3.3,8.0,"MOMENTUM_EXPANSION,BREAKOUT_STRUCTURE,RS_LEADER",6.8,5.5,69.36,68.84,-0.75,False,69.93,0.82,True,73.42,5.85,True
2024-08-15,NKE,2,5.5,4.3,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.9,2.9,82.54,84.28,2.11,True,80.78,-2.13,False,79.82,-3.3,False
2024-08-15,SHOP,3,6.0,3.8,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.9,6.0,74.84,74.96,0.16,True,70.12,-6.31,False,73.58,-1.68,False
2024-08-16,SHOP,1,5.9,3.8,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.7,6.0,74.58,74.55,-0.04,False,67.0,-10.16,False,74.48,-0.13,False
2024-08-16,AAPL,2,6.5,4.2,3.0,BREAKOUT_STRUCTURE,6.2,6.1,226.06,228.13,0.92,True,220.95,-2.26,False,216.85,-4.07,False
2024-08-16,AVGO,3,5.6,3.8,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.4,5.2,165.69,161.42,-2.58,False,137.0,-17.32,False,162.39,-1.99,False
2024-08-19,PYPL,1,6.1,4.1,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.4,5.3,69.45,70.42,1.4,True,69.34,-0.16,False,73.12,5.28,True
2024-08-19,EBAY,2,6.9,4.5,3.0,BREAKOUT_STRUCTURE,5.8,6.3,56.67,57.77,1.94,True,59.41,4.84,True,63.17,11.47,True
2024-08-19,SHOP,3,6.0,3.8,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.6,6.2,75.16,72.52,-3.51,False,68.12,-9.37,False,75.24,0.11,True
2024-08-20,PYPL,1,6.8,4.2,8.0,"MOMENTUM_EXPANSION,BREAKOUT_STRUCTURE,RS_LEADER",7.7,7.2,71.89,73.17,1.78,True,68.84,-4.24,False,77.57,7.9,True
2024-08-20,SHOP,2,6.0,3.8,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.8,6.0,74.86,73.31,-2.07,False,68.2,-8.9,False,78.71,5.14,True
2024-08-20,EBAY,3,6.6,4.6,3.0,BREAKOUT_STRUCTURE,6.0,5.7,56.94,58.61,2.93,True,60.28,5.87,True,63.22,11.03,True
2024-08-21,RBLX,1,6.1,3.4,8.0,"MOMENTUM_EXPANSION,BREAKOUT_STRUCTURE,RS_LEADER",6.4,7.8,43.34,44.0,1.52,True,44.99,3.81,True,46.01,6.16,True
2024-08-21,EBAY,2,6.8,3.9,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",6.0,8.4,58.69,59.11,0.72,True,60.75,3.51,True,62.74,6.9,True
2024-08-21,NVDA,3,6.2,4.1,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.3,5.7,128.4,119.46,-6.96,False,116.84,-9.0,False,116.04,-9.63,False
2024-08-22,DASH,1,6.8,4.7,3.0,BREAKOUT_STRUCTURE,7.1,5.2,128.9,125.09,-2.96,False,130.15,0.97,True,139.51,8.23,True
2024-08-22,AAPL,2,6.8,4.7,3.0,BREAKOUT_STRUCTURE,5.9,5.9,224.7,222.72,-0.88,False,222.85,-0.82,False,226.49,0.8,True
2024-08-22,EBAY,3,5.9,3.8,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",6.9,6.2,59.02,58.75,-0.46,False,63.2,7.08,True,63.45,7.51,True
2024-08-23,DASH,1,6.7,4.5,3.0,BREAKOUT_STRUCTURE,6.5,5.9,128.76,125.42,-2.59,False,131.32,1.99,True,141.71,10.06,True
2024-08-23,EBAY,2,5.8,3.7,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",6.5,6.2,58.87,58.93,0.1,True,63.44,7.76,True,65.44,11.16,True
2024-08-23,NVDA,3,5.6,4.3,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.4,3.2,129.28,106.16,-17.88,False,119.08,-7.89,False,120.83,-6.54,False
2024-08-26,DDOG,1,6.6,4.6,3.0,BREAKOUT_STRUCTURE,5.3,5.8,116.74,110.08,-5.7,False,111.38,-4.59,False,116.02,-0.62,False
2024-08-26,EBAY,2,5.7,3.7,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",6.7,5.7,59.01,59.11,0.17,True,64.34,9.03,True,64.1,8.63,True
2024-08-26,AAPL,3,6.4,5.1,3.0,BREAKOUT_STRUCTURE,6.2,3.6,227.24,222.29,-2.18,False,216.46,-4.74,False,226.36,-0.39,False
2024-08-27,SBUX,1,6.5,4.4,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.2,5.8,98.6,91.16,-7.55,False,96.47,-2.16,False,97.5,-1.12,False
2024-08-27,SQ,2,6.0,3.9,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",6.6,5.9,66.67,61.25,-8.13,False,67.32,0.97,True,66.49,-0.27,False
2024-08-27,AAPL,3,6.5,5.0,3.0,BREAKOUT_STRUCTURE,6.2,3.8,228.13,220.95,-3.15,False,216.85,-4.94,False,227.66,-0.21,False
2024-08-28,AAPL,1,7.0,5.7,5.0,"BREAKOUT_STRUCTURE,VOLATILITY_EXPANSION",6.8,3.3,226.4,220.95,-2.41,False,220.83,-2.46,False,227.73,0.59,True
2024-08-28,SQ,2,7.6,5.2,2.0,VOLATILITY_EXPANSION,6.3,6.3,64.66,61.3,-5.2,False,66.73,3.2,True,66.97,3.57,True
2024-08-28,MSFT,3,7.2,6.4,2.0,VOLATILITY_EXPANSION,4.8,5.3,410.58,405.71,-1.19,False,430.76,4.91,True,427.83,4.2,True
2024-08-29,SQ,1,6.5,4.4,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",6.9,5.6,66.42,61.38,-7.59,False,68.61,3.3,True,67.12,1.05,True
2024-08-29,AAPL,2,6.6,5.2,5.0,"BREAKOUT_STRUCTURE,VOLATILITY_EXPANSION",6.8,3.5,229.83,220.1,-4.23,False,228.91,-0.4,False,232.85,1.31,True
2024-08-29,ON,3,7.0,4.7,4.0,"RS_LEADER,VOLATILITY_EXPANSION",6.5,6.3,76.3,68.25,-10.55,False,73.4,-3.8,False,72.63,-4.81,False
2024-08-30,INTC,1,5.4,3.4,10.0,"MOMENTUM_EXPANSION,BREAKOUT_STRUCTURE,RS_LEADER,VOLATILITY_EXPANSION",4.9,6.6,22.06,19.64,-10.97,False,21.87,-0.86,False,,,
2024-08-30,MRVL,2,5.7,3.8,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.8,5.3,76.29,74.87,-1.86,False,73.87,-3.17,False,,,
2024-08-30,DASH,3,7.2,6.3,3.0,BREAKOUT_STRUCTURE,5.6,5.5,128.68,129.97,1.0,True,139.72,8.58,True,,,
2024-09-03,CRWD,1,7.8,7.2,2.0,VOLATILITY_EXPANSION,8.2,4.4,266.58,257.14,-3.54,False,293.11,9.95,True,,,
2024-09-03,AAPL,2,7.6,7.2,2.0,VOLATILITY_EXPANSION,6.5,4.5,222.72,222.85,0.06,True,226.49,1.69,True,,,
2024-09-03,MRVL,3,6.7,5.0,4.0,"RS_LEADER,VOLATILITY_EXPANSION",7.9,4.6,70.04,74.33,6.13,True,71.83,2.56,True,,,
2024-09-04,NEM,1,6.9,5.3,2.0,VOLATILITY_EXPANSION,6.5,4.1,51.62,53.7,4.03,True,55.85,8.19,True,,,
2024-09-04,AMZN,2,6.8,5.6,2.0,RS_LEADER,5.9,3.1,173.31,186.44,7.58,True,194.02,11.95,True,,,
2024-09-04,PYPL,3,6.6,4.8,2.0,RS_LEADER,7.5,4.7,72.59,70.12,-3.4,False,78.36,7.95,True,,,
2024-09-05,PYPL,1,7.8,5.3,4.0,"RS_LEADER,VOLATILITY_EXPANSION",7.6,6.6,72.04,71.07,-1.35,False,77.34,7.36,True,,,
2024-09-05,EBAY,2,7.0,4.9,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",6.5,5.7,59.11,64.34,8.85,True,64.1,8.44,True,,,
2024-09-05,AMZN,3,6.4,4.9,5.0,"MOMENTUM_EXPANSION,RS_LEADER",7.1,3.8,177.87,184.9,3.95,True,192.53,8.24,True,,,
2024-09-06,EBAY,1,7.2,5.2,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.5,5.4,59.21,64.9,9.61,True,63.98,8.06,True,,,
2024-09-06,AMZN,2,7.6,5.9,4.0,"RS_LEADER,VOLATILITY_EXPANSION",6.2,4.5,171.45,186.96,9.05,True,191.17,11.5,True,,,
2024-09-06,RBLX,3,7.0,5.1,4.0,"RS_LEADER,VOLATILITY_EXPANSION",8.2,4.7,43.63,45.73,4.81,True,44.85,2.8,True,,,
2024-09-09,EBAY,1,7.3,5.2,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.5,5.3,59.41,63.17,6.33,True,63.98,7.69,True,,,
2024-09-09,RBLX,2,7.0,5.1,4.0,"RS_LEADER,VOLATILITY_EXPANSION",8.2,4.7,43.62,45.28,3.81,True,44.17,1.26,True,,,
2024-09-09,NKE,3,7.2,6.7,2.0,VOLATILITY_EXPANSION,6.0,4.3,79.47,80.89,1.79,True,89.43,12.53,True,,,
2024-09-10,EBAY,1,7.4,5.0,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.7,5.8,60.28,63.22,4.88,True,65.12,8.03,True,,,
2024-09-10,AMZN,2,6.6,5.0,2.0,RS_LEADER,7.4,3.8,179.62,189.85,5.7,True,186.38,3.76,True,,,
2024-09-10,PYPL,3,6.4,6.6,2.0,VOLATILITY_EXPANSION,6.0,2.3,68.84,77.57,12.68,True,78.02,13.34,True,,,
2024-09-11,EBAY,1,7.1,4.4,8.0,"MOMENTUM_EXPANSION,BREAKOUT_STRUCTURE,RS_LEADER",8.4,6.7,60.75,62.74,3.28,True,,,,,,
2024-09-11,SBUX,2,7.3,4.4,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.1,7.6,98.19,96.03,-2.2,False,,,,,,
2024-09-11,MSFT,3,6.5,4.5,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",5.4,5.7,422.73,435.42,3.0,True,,,,,,
2024-09-12,EBAY,1,7.3,4.4,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",9.0,7.4,63.2,63.45,0.4,True,,,,,,
2024-09-12,SBUX,2,6.8,4.6,5.0,"MOMENTUM_EXPANSION,RS_LEADER",8.7,5.3,99.3,95.51,-3.82,False,,,,,,
2024-09-12,DKNG,3,6.5,4.2,5.0,"MOMENTUM_EXPANSION,RS_LEADER",9.4,5.5,38.58,39.63,2.72,True,,,,,,
2024-09-13,EBAY,1,5.8,4.4,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.9,2.9,63.44,65.44,3.15,True,,,,,,
2024-09-13,TSLA,2,6.9,4.4,2.0,RS_LEADER,7.7,6.1,230.23,254.27,10.44,True,,,,,,
2024-09-13,RBLX,3,6.2,4.2,3.0,BREAKOUT_STRUCTURE,8.4,4.6,45.87,47.11,2.7,True,,,,,,
2024-09-16,RBLX,1,7.2,4.3,5.0,"MOMENTUM_EXPANSION,RS_LEADER",8.8,7.3,46.25,47.62,2.96,True,,,,,,
2024-09-16,SNAP,2,4.9,3.6,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.3,3.5,9.64,10.59,9.85,True,,,,,,
2024-09-16,INTC,3,5.1,3.8,5.0,"MOMENTUM_EXPANSION,RS_LEADER",6.4,3.6,20.93,23.56,12.57,True,,,,,,
2024-09-17,ABNB,1,6.8,4.0,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",6.9,7.5,122.13,129.3,5.87,True,,,,,,
2024-09-17,EBAY,2,5.7,4.5,5.0,"MOMENTUM_EXPANSION,RS_LEADER",9.2,2.5,64.9,63.98,-1.42,False,,,,,,
2024-09-17,SQ,3,5.5,4.0,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.7,3.9,67.32,66.49,-1.23,False,,,,,,
2024-09-18,NEM,1,7.4,4.5,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.5,7.2,53.06,53.88,1.55,True,,,,,,
2024-09-18,PYPL,2,7.2,4.1,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.1,8.1,73.12,77.82,6.43,True,,,,,,
2024-09-18,AMZN,3,6.6,4.4,3.0,BREAKOUT_STRUCTURE,7.0,5.2,186.39,187.88,0.8,True,,,,,,
2024-09-19,TSLA,1,6.9,4.3,8.0,"MOMENTUM_EXPANSION,BREAKOUT_STRUCTURE,RS_LEADER",7.9,6.6,243.92,261.68,7.28,True,,,,,,
2024-09-19,SHOP,2,6.8,4.1,5.0,"MOMENTUM_EXPANSION,RS_LEADER",8.0,7.1,78.71,80.13,1.8,True,,,,,,
2024-09-19,PYPL,3,6.7,4.6,5.0,"MOMENTUM_EXPANSION,RS_LEADER",8.9,5.1,77.57,78.02,0.58,True,,,,,,
2024-09-20,CRWD,1,6.4,4.3,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.1,5.2,299.82,,,,,,,,,
2024-09-20,NKE,2,6.2,4.1,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.1,5.6,86.66,,,,,,,,,
2024-09-20,DASH,3,6.7,4.4,5.0,"MOMENTUM_EXPANSION,RS_LEADER",8.8,5.5,139.72,,,,,,,,,
2024-09-23,AMZN,1,7.4,5.0,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.9,6.0,193.89,,,,,,,,,
2024-09-23,AVGO,2,6.6,4.3,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.2,5.7,172.88,,,,,,,,,
2024-09-23,NKE,3,6.1,4.1,5.0,"MOMENTUM_EXPANSION,RS_LEADER",7.1,5.3,86.2,,,,,,,,,
2024-09-24,AVGO,1,6.8,4.5,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.8,5.7,175.01,,,,,,,,,
2024-09-24,AMD,2,6.4,4.4,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.6,5.1,158.32,,,,,,,,,
2024-09-24,AMZN,3,6.3,4.8,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.3,3.2,194.02,,,,,,,,,
2024-09-25,TSLA,1,7.2,4.9,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",9.8,5.3,257.0,,,,,,,,,
2024-09-25,AMZN,2,7.9,5.3,3.0,BREAKOUT_STRUCTURE,8.2,6.3,192.53,,,,,,,,,
2024-09-25,AVGO,3,6.9,4.7,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.6,5.3,175.51,,,,,,,,,
2024-09-26,AMAT,1,5.8,4.0,10.0,"MOMENTUM_EXPANSION,BREAKOUT_STRUCTURE,RS_LEADER,VOLATILITY_EXPANSION",6.8,4.7,209.6,,,,,,,,,
2024-09-26,FCX,2,6.5,4.5,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",9.0,4.8,51.91,,,,,,,,,
2024-09-26,MU,3,5.9,4.2,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.7,4.4,109.89,,,,,,,,,
2024-09-27,HOOD,1,6.3,3.9,8.0,"MOMENTUM_EXPANSION,BREAKOUT_STRUCTURE,RS_LEADER",8.2,6.3,23.9,,,,,,,,,
2024-09-27,TSLA,2,6.3,5.0,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",9.6,2.5,260.44,,,,,,,,,
2024-09-27,DKNG,3,6.4,4.4,4.0,"RS_LEADER,VOLATILITY_EXPANSION",8.3,4.8,40.35,,,,,,,,,
2024-09-30,AAPL,1,6.8,4.5,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",6.8,6.0,232.85,,,,,,,,,
2024-09-30,TSLA,2,6.6,5.0,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",9.6,3.3,261.68,,,,,,,,,
2024-09-30,MSFT,3,7.9,6.9,0.0,,6.3,5.4,430.2,,,,,,,,,
