date,symbol,rank,final_score,confidence,edge_score,edge_signals,momentum_score,premover_score,entry_price,price_7d_later,return_pct_7d,would_have_won_7d,price_14d_later,return_pct_14d,would_have_won_14d,price_21d_later,return_pct_21d,would_have_won_21d
2024-02-01,CLF,3,4.4,3.6,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",6.6,2.6,20.38,19.57,-3.97,False,20.04,-1.67,False,20.42,0.2,True
2024-02-02,META,1,7.2,4.8,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.6,6.4,474.88,460.16,-3.1,False,484.1,1.94,True,490.46,3.28,True
2024-02-02,AMZN,2,6.8,4.7,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.9,5.7,171.84,168.65,-1.86,False,174.9,1.78,True,174.14,1.34,True
2024-02-02,MSFT,3,7.3,5.4,2.0,VOLATILITY_EXPANSION,7.2,5.1,411.11,406.57,-1.1,False,410.36,-0.18,False,402.71,-2.04,False
2024-02-05,ON,1,5.4,3.6,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",5.6,5.5,77.58,81.69,5.3,True,77.58,0.0,False,77.66,0.1,True
2024-02-05,MSFT,2,7.8,7.2,0.0,,7.4,4.7,405.45,409.23,0.93,True,407.54,0.52,True,402.0,-0.85,False
2024-02-05,AMZN,3,6.8,4.7,2.0,RS_LEADER,8.0,5.2,170.2,170.97,0.45,True,174.73,2.66,True,173.48,1.93,True
2024-02-06,SBUX,1,7.2,4.6,2.0,VOLATILITY_EXPANSION,5.8,7.2,95.67,93.24,-2.54,False,94.14,-1.6,False,90.94,-4.94,False
2024-02-06,MSFT,2,7.8,7.2,0.0,,7.0,4.8,405.54,406.65,0.27,True,407.55,0.5,True,409.02,0.86,True
2024-02-06,DASH,3,6.0,4.1,4.0,"RS_LEADER,VOLATILITY_EXPANSION",7.8,5.2,112.38,126.26,12.35,True,123.76,10.13,True,133.16,18.49,True
2024-02-07,DASH,1,5.8,4.0,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.5,5.1,114.31,116.0,1.48,True,122.38,7.06,True,131.82,15.32,True
2024-02-07,NET,2,5.6,3.9,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",6.0,5.0,83.34,98.49,18.18,True,97.48,16.97,True,98.0,17.59,True
2024-02-07,RBLX,3,5.0,3.4,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",6.5,4.9,44.75,42.92,-4.09,False,40.16,-10.26,False,39.95,-10.73,False
2024-02-08,SHOP,1,5.6,3.9,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.1,4.8,87.91,78.59,-10.6,False,76.4,-13.09,False,75.01,-14.67,False
2024-02-08,NET,2,5.6,3.7,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.3,5.4,90.42,98.17,8.57,True,98.58,9.02,True,97.04,7.32,True
2024-02-08,MSFT,3,7.1,5.1,3.0,BREAKOUT_STRUCTURE,6.6,5.3,414.02,402.91,-2.68,False,413.42,-0.14,False,404.53,-2.29,False
2024-02-09,NET,1,5.2,3.8,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.1,3.9,107.91,95.14,-11.83,False,99.94,-7.39,False,96.74,-10.35,False
2024-02-09,MSFT,2,6.8,4.6,3.0,BREAKOUT_STRUCTURE,6.7,5.9,420.42,402.17,-4.34,False,415.35,-1.21,False,415.17,-1.25,False
2024-02-09,AMAT,3,6.2,4.3,4.0,"RS_LEADER,VOLATILITY_EXPANSION",7.8,5.0,185.84,190.13,2.31,True,210.23,13.12,True,204.91,10.26,True
2024-02-12,MSFT,1,7.2,4.9,3.0,BREAKOUT_STRUCTURE,5.9,6.1,415.26,411.35,-0.94,False,414.86,-0.1,False,415.18,-0.02,False
2024-02-12,DKNG,2,5.8,3.8,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",6.9,5.7,43.64,40.83,-6.44,False,44.85,2.77,True,42.24,-3.21,False
2024-02-12,AMZN,3,6.4,4.2,3.0,BREAKOUT_STRUCTURE,6.2,6.1,172.38,174.55,1.26,True,177.51,2.98,True,176.51,2.4,True
2024-02-13,CRWD,1,5.9,4.2,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.8,4.5,322.45,311.62,-3.36,False,297.95,-7.6,False,328.79,1.97,True
2024-02-13,ABNB,2,6.5,4.7,2.0,RS_LEADER,7.3,4.8,151.02,152.65,1.08,True,159.37,5.53,True,166.51,10.26,True
2024-02-13,DKNG,3,5.3,3.8,4.0,"RS_LEADER,VOLATILITY_EXPANSION",7.0,4.2,42.67,41.27,-3.28,False,42.65,-0.05,False,42.1,-1.34,False
2024-02-14,COIN,1,5.2,3.6,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.8,4.6,160.37,193.96,20.95,True,238.69,48.84,True,242.43,51.17,True
2024-02-14,DASH,2,5.7,3.8,5.0,"MOMENTUM_EXPANSION,RS_LEADER",7.0,5.0,119.96,119.89,-0.06,False,132.13,10.15,True,130.46,8.75,True
2024-02-14,ABNB,3,6.1,4.5,2.0,VOLATILITY_EXPANSION,6.0,4.5,148.22,149.26,0.7,True,163.82,10.52,True,160.62,8.37,True
2024-02-15,DASH,1,5.8,3.9,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.5,5.2,126.26,123.76,-1.98,False,133.16,5.46,True,129.56,2.61,True
2024-02-15,META,2,6.4,4.4,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.4,5.2,484.09,487.08,0.62,True,511.96,5.76,True,496.94,2.65,True
2024-02-15,COIN,3,5.2,3.8,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.2,4.2,165.69,199.12,20.18,True,242.63,46.44,True,239.74,44.69,True
2024-02-16,AMAT,1,6.0,4.2,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.7,4.7,199.5,197.58,-0.96,False,205.51,3.01,True,201.3,0.9,True
2024-02-16,DKNG,2,6.0,4.0,4.0,"RS_LEADER,VOLATILITY_EXPANSION",7.0,5.7,44.58,42.28,-5.16,False,41.73,-6.39,False,43.78,-1.79,False
2024-02-16,COIN,3,4.6,3.8,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.4,2.2,180.23,200.88,11.46,True,256.62,42.38,True,229.97,27.6,True
2024-02-20,AMAT,1,6.0,4.2,4.0,"RS_LEADER,VOLATILITY_EXPANSION",7.8,4.8,189.14,201.57,6.57,True,201.37,6.47,True,205.07,8.42,True
2024-02-20,AMZN,2,7.5,7.2,0.0,,6.6,3.9,167.1,176.62,5.7,True,171.97,2.91,True,178.17,6.62,True
2024-02-20,INTC,3,6.2,4.0,2.0,VOLATILITY_EXPANSION,4.3,7.1,44.54,43.01,-3.44,False,44.86,0.72,True,42.18,-5.3,False
2024-02-21,AMZN,1,8.0,7.3,0.0,,6.9,4.9,168.62,178.26,5.72,True,175.38,4.01,True,178.19,5.68,True
2024-02-21,NKE,2,6.6,4.9,2.0,VOLATILITY_EXPANSION,6.2,4.6,105.28,101.89,-3.22,False,100.17,-4.85,False,100.83,-4.23,False
2024-02-21,SBUX,3,7.3,6.4,0.0,,6.2,5.5,95.01,93.15,-1.96,False,92.4,-2.75,False,91.67,-3.52,False
2024-02-22,AMZN,1,7.3,5.1,3.0,BREAKOUT_STRUCTURE,7.3,5.6,174.55,177.51,1.7,True,176.51,1.12,True,178.89,2.49,True
2024-02-22,META,2,7.1,4.9,3.0,BREAKOUT_STRUCTURE,7.9,6.0,486.07,498.14,2.48,True,495.66,1.97,True,509.44,4.81,True
2024-02-22,EBAY,3,5.4,3.6,5.0,"MOMENTUM_EXPANSION,RS_LEADER",6.5,5.2,44.27,48.9,10.46,True,52.44,18.45,True,51.4,16.11,True
2024-02-23,SQ,1,6.2,3.7,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.4,6.9,78.89,74.47,-5.6,False,81.27,3.02,True,82.65,4.77,True
2024-02-23,AMZN,2,7.4,5.0,3.0,BREAKOUT_STRUCTURE,7.5,6.2,174.9,174.14,-0.43,False,178.84,2.25,True,179.73,2.76,True
2024-02-23,QCOM,3,6.9,4.9,3.0,BREAKOUT_STRUCTURE,5.8,6.0,154.94,161.4,4.17,True,168.53,8.77,True,167.5,8.11,True
2024-02-26,MU,1,6.0,3.7,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",5.5,6.9,89.42,95.55,6.86,True,93.29,4.33,True,118.8,32.86,True
2024-02-26,AMZN,2,7.0,4.9,3.0,BREAKOUT_STRUCTURE,7.0,5.6,174.73,173.48,-0.72,False,174.47,-0.15,False,178.45,2.13,True
2024-02-26,SQ,3,5.1,3.6,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.3,4.3,74.57,75.52,1.27,True,80.13,7.46,True,83.82,12.4,True
2024-02-27,QCOM,1,6.7,4.5,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",6.9,6.1,158.33,175.59,10.9,True,166.91,5.42,True,169.1,6.8,True
2024-02-27,AMZN,2,7.2,5.1,3.0,BREAKOUT_STRUCTURE,6.7,5.5,173.54,176.75,1.85,True,174.43,0.51,True,179.87,3.65,True
2024-02-27,AMAT,3,6.2,4.1,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.6,5.6,202.85,212.54,4.78,True,200.68,-1.07,False,208.01,2.54,True
2024-02-28,EBAY,1,6.4,3.7,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",6.7,7.6,47.89,50.38,5.2,True,51.83,8.23,True,52.79,10.23,True
2024-02-28,AMZN,2,7.1,5.0,3.0,BREAKOUT_STRUCTURE,6.3,5.5,173.18,175.34,1.25,True,175.89,1.56,True,180.22,4.07,True
2024-02-28,META,3,7.6,5.3,0.0,,7.2,5.8,484.02,505.89,4.52,True,496.05,2.49,True,485.42,0.29,True
2024-02-29,TSLA,1,6.6,4.8,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",6.5,4.9,201.81,177.86,-11.87,False,175.56,-13.01,False,,,
2024-02-29,META,2,7.3,5.0,3.0,BREAKOUT_STRUCTURE,6.9,6.0,489.63,483.83,-1.18,False,505.71,3.28,True,,,
2024-02-29,DASH,3,5.9,3.8,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",6.9,5.8,124.55,128.76,3.38,True,138.0,10.8,True,,,
2024-03-01,AMAT,1,7.2,4.2,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.6,8.3,210.23,204.91,-2.53,False,210.8,0.27,True,,,
2024-03-01,QCOM,2,6.8,4.2,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",6.9,7.4,163.04,173.02,6.12,True,170.86,4.8,True,,,
2024-03-01,DASH,3,6.6,3.8,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",6.9,8.0,127.39,130.42,2.38,True,136.77,7.36,True,,,
2024-03-04,META,1,6.4,4.4,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",6.6,5.7,498.14,495.66,-0.5,False,509.44,2.27,True,,,
2024-03-04,DASH,2,5.9,3.9,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.6,5.3,132.41,132.42,0.01,True,137.32,3.71,True,,,
2024-03-04,INTC,3,6.2,3.8,4.0,"RS_LEADER,VOLATILITY_EXPANSION",5.9,6.9,45.61,43.24,-5.2,False,42.55,-6.71,False,,,
2024-03-05,MSFT,1,6.6,5.0,2.0,VOLATILITY_EXPANSION,3.7,4.6,402.71,425.49,5.66,True,422.95,5.03,True,,,
2024-03-05,AMAT,2,6.6,4.2,2.0,RS_LEADER,7.7,6.3,207.37,200.79,-3.17,False,208.51,0.55,True,,,
2024-03-05,META,3,7.2,4.9,0.0,,7.0,5.9,490.46,491.85,0.28,True,503.03,2.56,True,,,
2024-03-06,QCOM,1,6.2,4.3,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.5,5.1,167.86,167.2,-0.39,False,167.1,-0.45,False,,,
2024-03-06,META,2,7.4,5.4,3.0,BREAKOUT_STRUCTURE,6.9,5.1,496.04,484.0,-2.43,False,496.1,0.01,True,,,
2024-03-06,AMAT,3,6.4,4.4,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.9,5.0,212.17,198.56,-6.41,False,206.74,-2.56,False,,,
2024-03-07,AMZN,1,7.0,6.4,5.0,"BREAKOUT_STRUCTURE,VOLATILITY_EXPANSION",5.3,4.7,176.75,174.43,-1.31,False,179.87,1.77,True,,,
2024-03-07,AMAT,2,6.4,4.3,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.5,5.6,212.54,200.68,-5.58,False,208.01,-2.13,False,,,
2024-03-07,ON,3,5.3,3.6,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",5.5,5.2,82.98,73.87,-10.98,False,75.6,-8.89,False,,,
2024-03-08,SNAP,1,5.3,3.6,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",6.9,4.9,12.39,11.04,-10.9,False,11.48,-7.34,False,,,
2024-03-08,ABNB,2,6.1,4.1,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",6.9,5.7,164.97,161.74,-1.96,False,164.92,-0.03,False,,,
2024-03-08,AMZN,3,7.2,6.7,2.0,VOLATILITY_EXPANSION,5.5,4.6,175.34,175.89,0.31,True,180.22,2.78,True,,,
2024-03-11,NEM,1,6.3,3.7,8.0,"MOMENTUM_EXPANSION,BREAKOUT_STRUCTURE,RS_LEADER",6.6,7.6,35.25,34.29,-2.72,False,,,,,,
2024-03-11,META,2,7.1,6.8,2.0,VOLATILITY_EXPANSION,5.1,3.8,483.83,505.71,4.52,True,,,,,,
2024-03-11,AMAT,3,7.4,6.6,0.0,,6.1,4.9,201.37,205.07,1.84,True,,,,,,
2024-03-12,ABNB,1,6.1,4.1,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",6.8,5.5,166.66,168.18,0.91,True,,,,,,
2024-03-12,AMZN,2,7.2,6.6,2.0,VOLATILITY_EXPANSION,5.3,4.7,175.38,178.19,1.6,True,,,,,,
2024-03-12,META,3,6.7,4.9,2.0,VOLATILITY_EXPANSION,6.6,4.4,499.64,507.75,1.62,True,,,,,,
2024-03-13,FCX,1,6.6,3.9,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.4,7.2,43.41,45.09,3.87,True,,,,,,
2024-03-13,ABNB,2,7.4,4.3,2.0,VOLATILITY_EXPANSION,7.6,7.9,164.71,167.87,1.92,True,,,,,,
2024-03-13,PYPL,3,6.5,4.0,4.0,"RS_LEADER,VOLATILITY_EXPANSION",6.5,6.9,62.44,64.77,3.73,True,,,,,,
2024-03-14,MSFT,1,7.0,4.9,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.8,5.3,425.49,422.95,-0.6,False,,,,,,
2024-03-14,ABNB,2,7.5,5.1,3.0,BREAKOUT_STRUCTURE,8.7,5.8,166.51,168.01,0.9,True,,,,,,
2024-03-14,DASH,3,7.1,4.9,3.0,BREAKOUT_STRUCTURE,8.2,5.4,132.51,137.85,4.03,True,,,,,,
2024-03-15,MSFT,1,7.5,5.3,4.0,"RS_LEADER,VOLATILITY_EXPANSION",7.6,4.9,416.52,421.97,1.31,True,,,,,,
2024-03-15,FCX,2,5.6,4.3,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.9,2.7,44.58,44.77,0.43,True,,,,,,
2024-03-15,DASH,3,8.3,6.6,0.0,,7.9,7.0,130.46,140.27,7.52,True,,,,,,
2024-03-18,GOOGL,1,7.0,4.3,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",6.5,7.2,147.66,150.9,2.19,True,,,,,,
2024-03-18,DASH,2,8.2,7.2,0.0,,8.0,5.4,129.56,138.9,7.21,True,,,,,,
2024-03-18,MSFT,3,7.3,5.3,2.0,RS_LEADER,7.5,4.8,417.31,421.47,1.0,True,,,,,,
2024-03-19,EBAY,1,7.1,4.7,3.0,BREAKOUT_STRUCTURE,8.9,5.8,51.83,52.79,1.85,True,,,,,,
2024-03-19,DASH,2,8.1,7.1,0.0,,8.1,5.2,130.83,137.69,5.24,True,,,,,,
2024-03-19,META,3,7.7,6.8,0.0,,7.1,5.4,496.05,485.42,-2.14,False,,,,,,
2024-03-20,FCX,1,6.1,4.3,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.8,4.5,46.03,,,,,,,,,
2024-03-20,SHOP,2,5.6,3.7,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",6.3,5.3,81.35,,,,,,,,,
2024-03-20,DASH,3,6.8,4.6,4.0,"RS_LEADER,VOLATILITY_EXPANSION",9.0,5.2,138.0,,,,,,,,,
2024-03-21,MU,1,6.7,4.6,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",9.4,5.0,109.82,,,,,,,,,
2024-03-21,ABNB,2,7.2,4.9,3.0,BREAKOUT_STRUCTURE,7.6,5.4,168.18,,,,,,,,,
2024-03-21,DKNG,3,6.0,4.0,5.0,"MOMENTUM_EXPANSION,RS_LEADER",8.7,5.0,47.96,,,,,,,,,
2024-03-22,ABNB,1,7.4,5.1,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.2,5.7,167.87,,,,,,,,,
2024-03-22,MSFT,2,7.1,4.8,3.0,BREAKOUT_STRUCTURE,7.3,5.8,428.86,,,,,,,,,
2024-03-22,MU,3,6.5,4.6,4.0,"RS_LEADER,VOLATILITY_EXPANSION",9.5,4.5,110.19,,,,,,,,,
2024-03-25,ABNB,1,7.2,5.0,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.9,5.4,168.01,,,,,,,,,
2024-03-25,MU,2,5.7,4.6,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",9.7,2.1,117.12,,,,,,,,,
2024-03-25,MSFT,3,7.3,6.3,3.0,BREAKOUT_STRUCTURE,6.8,5.3,422.95,,,,,,,,,
2024-03-26,ABNB,1,7.4,6.4,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",7.5,5.1,167.43,,,,,,,,,
2024-03-26,PINS,2,5.7,3.9,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",4.8,5.2,35.49,,,,,,,,,
2024-03-26,AMZN,3,7.4,6.5,3.0,BREAKOUT_STRUCTURE,6.0,5.1,178.45,,,,,,,,,
2024-03-27,NEM,1,7.3,4.8,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.1,6.2,35.27,,,,,,,,,
2024-03-27,EBAY,2,7.4,6.3,3.0,BREAKOUT_STRUCTURE,6.2,5.6,51.93,,,,,,,,,
2024-03-27,AMZN,3,7.1,6.2,3.0,BREAKOUT_STRUCTURE,6.2,5.1,179.87,,,,,,,,,
2024-03-28,NEM,1,6.9,4.4,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.4,6.3,35.83,,,,,,,,,
2024-03-28,HOOD,2,6.3,3.8,5.0,"BREAKOUT_STRUCTURE,RS_LEADER",8.9,6.3,20.16,,,,,,,,,
2024-03-28,EBAY,3,7.1,5.8,3.0,BREAKOUT_STRUCTURE,7.4,5.7,52.79,,,,,,,,,
