date,symbol,rank,final_score,confidence,edge_score,edge_signals,momentum_score,premover_score,entry_price,price_7d_later,return_pct_7d,would_have_won_7d,spy_return_7d,alpha_7d,price_14d_later,return_pct_14d,would_have_won_14d,spy_return_14d,alpha_14d,price_21d_later,return_pct_21d,would_have_won_21d,spy_return_21d,alpha_21d
2024-01-24,TSLA,1,4.9,4.6,0.0,,1.7,1.0,211.84,187.83,-11.33,False,1.33,-12.66,184.06,-13.11,False,1.3,-14.41,191.97,-9.38,False,4.1,-13.48
2024-01-24,META,2,4.0,3.4,2.0,RS_LEADER,2.8,2.3,389.52,474.88,21.91,True,1.33,20.58,460.16,18.14,True,1.3,16.84,484.1,24.28,True,4.1,20.18
2024-01-24,AAPL,3,3.8,3.3,2.0,RS_LEADER,3.0,2.2,195.62,185.84,-5.0,False,1.33,-6.33,185.09,-5.38,False,1.3,-6.68,182.5,-6.71,False,4.1,-10.81
2024-01-25,FCX,1,4.8,3.5,5.0,"MOMENTUM_EXPANSION,VOLATILITY_EXPANSION",2.5,4.0,39.91,38.67,-3.11,False,1.04,-4.15,37.2,-6.79,False,2.29,-9.08,38.02,-4.74,False,3.77,-8.51
2024-01-25,PINS,2,5.8,4.2,2.0,VOLATILITY_EXPANSION,2.0,4.8,36.57,39.63,8.37,True,1.04,7.33,35.81,-2.08,False,2.29,-4.37,35.41,-3.17,False,3.77,-6.94
2024-01-25,INTC,3,4.4,3.4,4.0,"RS_LEADER,VOLATILITY_EXPANSION",3.0,3.5,50.01,42.76,-14.5,False,1.04,-15.54,44.22,-11.58,False,2.29,-13.87,42.97,-14.08,False,3.77,-17.85
2024-01-26,AMAT,1,3.9,3.2,4.0,"RS_LEADER,VOLATILITY_EXPANSION",3.4,2.3,169.04,168.75,-0.17,False,1.32,-1.49,187.76,11.07,True,2.96,8.11,202.85,20.0,True,3.98,16.02
2024-01-26,GOOGL,2,3.7,3.4,4.0,"RS_LEADER,VOLATILITY_EXPANSION",3.0,1.2,151.04,144.12,-4.58,False,1.32,-5.9,142.78,-5.47,False,2.96,-8.43,138.89,-8.04,False,3.98,-12.02
2024-01-26,TSLA,3,4.5,4.3,2.0,VOLATILITY_EXPANSION,1.5,1.1,185.67,185.07,-0.32,False,1.32,-1.64,200.49,7.98,True,2.96,5.02,199.79,7.6,True,3.98,3.62
2024-01-29,ABNB,1,4.2,3.2,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",3.3,3.7,150.04,147.55,-1.66,False,2.12,-3.78,152.45,1.61,True,2.43,-0.82,153.45,2.27,True,3.78,-1.51
2024-01-29,PINS,2,4.7,3.5,2.0,VOLATILITY_EXPANSION,2.7,3.8,38.36,40.82,6.41,True,2.12,4.29,35.26,-8.08,False,2.43,-10.51,36.12,-5.84,False,3.78,-9.62
2024-01-29,INTC,3,4.4,4.2,2.0,VOLATILITY_EXPANSION,1.5,1.1,43.7,42.79,-2.08,False,2.12,-4.2,43.52,-0.41,False,2.43,-2.84,42.01,-3.87,False,3.78,-7.65
2024-01-30,SOFI,1,3.9,2.6,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",3.5,5.2,8.98,8.07,-10.13,False,1.59,-11.72,8.52,-5.12,False,1.24,-6.36,9.01,0.33,True,3.56,-3.23
2024-01-30,PINS,2,4.1,3.0,4.0,"RS_LEADER,VOLATILITY_EXPANSION",3.1,3.9,39.0,40.73,4.44,True,1.59,2.85,35.14,-9.9,False,1.24,-11.14,36.71,-5.87,False,3.56,-9.43
2024-01-30,FCX,3,3.5,3.3,4.0,"RS_LEADER,VOLATILITY_EXPANSION",3.2,1.2,39.82,38.12,-4.27,False,1.59,-5.86,38.15,-4.19,False,1.24,-5.43,37.78,-5.12,False,3.56,-8.68
2024-01-31,MU,1,5.6,4.2,2.0,VOLATILITY_EXPANSION,3.5,4.4,85.04,85.55,0.6,True,2.59,-1.99,81.5,-4.16,False,1.8,-5.96,95.08,11.81,True,5.01,6.8
2024-01-31,META,2,4.2,4.0,5.0,"MOMENTUM_EXPANSION,RS_LEADER",5.1,1.2,388.99,467.88,20.28,True,2.59,17.69,468.05,20.32,True,1.8,18.52,502.17,29.1,True,5.01,24.09
2024-01-31,DASH,3,5.2,3.7,2.0,VOLATILITY_EXPANSION,3.8,4.7,104.28,119.3,14.4,True,2.59,11.81,114.66,9.95,True,1.8,8.15,127.39,22.16,True,5.01,17.15
2024-02-01,MSFT,1,7.7,7.1,2.0,VOLATILITY_EXPANSION,6.8,4.7,402.18,415.26,3.25,True,3.35,-0.1,411.35,2.28,True,4.69,-2.41,414.86,3.15,True,5.7,-2.55
2024-02-01,SBUX,2,6.8,6.6,2.0,VOLATILITY_EXPANSION,5.8,3.9,93.07,95.51,2.62,True,3.35,-0.73,95.73,2.86,True,4.69,-1.83,92.46,-0.66,False,5.7,-6.36
2024-02-01,QCOM,3,6.7,4.9,2.0,VOLATILITY_EXPANSION,6.2,4.6,140.85,153.14,8.73,True,3.35,5.38,154.72,9.85,True,4.69,5.16,166.57,18.26,True,5.7,12.56
2024-02-02,AMZN,1,7.1,5.2,2.0,VOLATILITY_EXPANSION,6.9,4.9,169.23,168.65,-0.34,False,0.92,-1.26,174.9,3.35,True,3.71,-0.36,174.14,2.9,True,3.57,-0.67
2024-02-02,MSFT,2,7.6,7.0,0.0,,6.9,4.6,404.18,406.57,0.59,True,0.92,-0.33,410.36,1.53,True,3.71,-2.18,402.71,-0.36,False,3.57,-3.93
2024-02-02,CLF,3,4.4,3.6,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",6.6,2.6,20.24,19.18,-5.24,False,0.92,-6.16,20.22,-0.1,False,3.71,-3.81,20.3,0.3,True,3.57,-3.27
2024-02-05,META,1,7.2,4.8,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",8.6,6.4,469.62,473.22,0.77,True,1.0,-0.23,481.79,2.59,True,2.47,0.12,496.04,5.63,True,3.25,2.38
2024-02-05,AMZN,2,6.8,4.7,7.0,"MOMENTUM_EXPANSION,RS_LEADER,VOLATILITY_EXPANSION",7.9,5.7,170.0,170.97,0.57,True,1.0,-0.43,174.73,2.78,True,2.47,0.31,173.48,2.05,True,3.25,-1.2
2024-02-05,MSFT,3,7.3,5.4,2.0,VOLATILITY_EXPANSION,7.2,5.1,409.61,409.23,-0.09,False,1.0,-1.09,407.54,-0.51,False,2.47,-2.98,402.0,-1.86,False,3.25,-5.11
